"HolderAddress","Quantity","PendingBalanceUpdate"
"0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82","1","No"
"0xea2995766da4eacf5e77178faf26b207e9cdbd63","1","No"
"0x29bed086b7582a84dd1f290a37e9ea75fe7e8125","1","No"
"0x481bb04f60dd1f7d6ec0a3611ed8023e618697cb","1","No"
"0x43d9eca4c5613c357583e2dd1f6f0ae6dbe4612e","1","No"
"0x25ad2667b19e866109c1a93102b816730a6aec3f","1","No"
"0xe9ff9e087d10266aa4afb352faea299d4adcd24d","1","No"
"0x36fd38a212124a936c593f9c66163bd2f8445845","1","No"
"0x66e9545a2d57a17052314263d96b226cb7bdfddf","1","No"
"0x76ec2f3d9628dcc71e55178dbf26e8a19c5dd4ba","1","No"
"0xf8d1945a52a44cd1e05fdb8a52b21d5dea22575a","1","No"
"0xe98e84eb14cab1fa024d566d1e8b24beb25a1b9b","1","No"
"0x8d0172e88bd400884708318bac77bc69f76ae082","1","No"
"0x0f7974fc4a15ad9e0c177748264beea72af7749a","1","No"
"0x9042e6ae837cbe031febdd4ee3726a594fa65754","1","No"
"0x0935b870a027861bee3cc0b2ef24f5d194aed16a","1","No"
"0xcdf91269d4e4bba12f8f3c82be7a13e4a1d4b3bb","1","No"
"0x10865b0acb89cce3850d217f22cd98946cf3605c","1","No"
"0x57b07f71766233ff17dbb0283ec873660cdbaf81","1","No"
"0xc18a50c2fa46a3be4acd3ca6199e5d56ec7b36f0","1","No"
"0x77777777174870c5067e39dff228d2db44f52b6a","1","No"
"0x88888888630a14a066db7943708032e8fa37a75a","1","No"
"0xab88170aa3d24b1f6c1b37ffba5d3d2c4382afa2","1","No"
"0xf19abe79db308e8c8ce3f0aee843e871548d1ad0","1","No"
"0xdd59f38d83e8467dd27ea493ff9124643bfcddbe","1","No"
"0xdd0573fc59b39f0d457b2427cf8f2c86cdacd08f","1","No"
"0xaa8788b9bb3ab645174b9734d8552d59f66abf24","1","No"
"0xd704791c76879e491b43f56f8d5a43ee75b53ff4","1","No"
"0xf30eb896e135dbff1c6ebe605728416e3911c1eb","1","No"
"0x93cb1193f316f218eb2daf0c7b958913da39b699","1","No"
"0x877af5bf0e8dc66ab94db93f71ceea589d419d16","1","No"
"0xd9e2cbfebc5c41bd04c87ff382e45bb6df490feb","1","No"
"0xe268b8acf5f4e0892008b48a3b509673c9eaa432","1","No"
"0xf42ad66f4b66628584f2e97421a008d62a8f116c","1","No"
"0xb6c7db1ce916d695839d51be20febbba61c8c1e0","1","No"
"0x395f23d33e981d6e1b5930571955c7358b3a14e8","1","No"
"0x98fbcb06dd09547e535f0762a03db4456afcc494","1","No"
"0x0f7e46d4a4397d06d43567c9f161ec2bba57cf8e","1","No"
"0xf860a0245daae01ae1329d2aeee6717c3f3f06ee","1","No"
"0x261e1fbc2d5c7200de55289dfab9ebbc5fd585be","1","No"
"0xe81b63111a88bf9a5b22832ef594ea7a2d487824","1","No"
"0x846ca3b73b2e0c956abc90f3cf456333fe1c9018","1","No"
"0x135e60d23b3cd2c62b7cb582cc5bbe1c1fbd7238","1","No"
"0x7c5c0816819e0bd13146f1e7747f4786a59100a7","1","No"
"0xdfa2b1616311274811c4651c1e00b199364f7c60","1","No"
"0xdcbf92f425696eea32582602a512aad8355be101","1","No"
"0x899ca2f14ae1944dff85cf3aee2b7ad666a313d2","1","No"
"0xe2f74e49732cb561c9b1df6023d8911b571614c7","1","No"
"0x33a74ed005785a83295d3ebe7e9fee647c3b4246","1","No"
"0x4077d248d405e29da00c7c0553b2a808676bd70c","1","No"
"0x3e05cce61e399e9d8be484f0ac40d2cf8221abdb","1","No"
"0xdb69d20cbd2ca8568839073c9651974661be806d","1","No"
"0xb73d5695f658366eb47a52d5337acf0cf8301327","1","No"
"0xde132e547a6b88070cb29ba2b942160375a27334","1","No"
"0x8a7f59a08affa649b4fe8ef3da6b192f673e7b1f","1","No"
"0xb06e5a34a47c547dff8bd9f994ee2aa9c0602c66","1","No"
"0xb7fd64533c25c0f9efe1bc4b1a7b16156eb507cb","1","No"
"0x24d886d4783766ff2416400f048065a58d3ed1f4","1","No"
"0xca1555e4821627db6309b4f4789b0b00b17a2fd9","1","No"
"0x5b255722bfdcb5c1b4cb2eb851e30017e0798e6f","1","No"
"0xb583f1f88596315ee2ed18cc0a951b3eaad270f4","1","No"
"0x126660780ed3ce973e2335115e204052a29600cd","1","No"
"0xe959bb8361cb46dfc230bf24884fd02f66961f8a","1","No"
"0x3066856ed81b4f9c9c83f756c5a28c76bd8ef4a3","1","No"
"0xcbdce9fe1d9567dbe3decfffc6076b7d53061855","1","No"
"0x4ea66683864b0e11b83b44d370b8945cd7ad1aa8","1","No"
"0x5f82bb7418cf3230f101a01b3f40f2113a5956dd","1","No"
"0xd9747177615e18ee9d67e3c702dcb139f7e42044","1","No"
"0x1acea492e78dc5d2ba007ff0a68f55dc4bb05ee9","1","No"
"0x31d52a9dffc62ff63178893c94d9de6d46b1aec9","1","No"
"0x47971377ff59a50076f049721a667361a69788d6","1","No"
"0xa75bc1ed6e676c700dc80a919922fdfaab37a73c","1","No"
"0x7eab55f3fe6d89ae5caf81c20f4037ddf36b4025","1","No"
"0x84f220bf9e7b77f2db424b17ca579f2ec18cc100","1","No"
"0x0390155199d42ab46ae0ed73a2736061ad13577f","1","No"
"0x7cedb8f0fa1b0ce986f750b745acf076c4e5a10b","1","No"
"0xf53a9ceb1da5f49bb4788bd01c72ee243133935b","1","No"
"0xe75002b41e2b8d0bfa53171c0a0ee76ff9ed9748","1","No"
"0x5bf5bc6695b4f64fe8a204e1d3d94f58dd061038","1","No"
"0x8bace51e4c478aeff8fb72ad323a79755f27aefa","1","No"
"0xbf8483a5706fff58b883ff1e24d26c6ed75bd7ae","1","No"
"0xbff7e7c0f2cb2c05d914d6855339ca48c6fb7309","1","No"
"0x6d6d52bc7962a0f5539e3bedd9e4480c2b3e1798","1","No"
"0x896b23087c521916a208c7a48606c59e0694db6f","1","No"
"0x602cab76ddf0ef6b58f5a390dc15d87daba41339","1","No"
"0x30a56ab7aa837cc4c33944ea0bd155d45b332c23","1","No"
"0x270d270e5b4d1d6179a8ea4098cd963c11e64cf8","1","No"
"0xcf00f8d4bdcbfe196a5b591009c73a71aad5446d","1","No"
"0x23fcd2644d74df98130caa12bf980af7c0dd2b85","1","No"
"0x289d1955e6bacd8ad7dd8db6e3dfe162c1622f84","1","No"
"0x3891e54bb321a2889c6fbfd8efaf5d536627550c","1","No"
"0xe6f00bdd9ce864db6f6a8852ace270d941fc8b50","1","No"
"0x3d93b4e055252526dba09f9cbb198e7be7f43031","1","No"
"0xf67f174b43b142919bf7e05eac0e36a1c741d3d6","1","No"
"0xa6c1751321d9416eaa24e4a3be14654d3a45e62a","1","No"
"0x406afb2203be2b14d83bd3e5eebd621e2ba7f910","1","No"
"0x298854f97350790d46bbbe2934a150332974e983","1","No"
"0x6145d34eb81a138367cf4c0ea1914333b2d157d1","1","No"
"0xbb49532c4d4e1a02aab2ae7cf9ccd4b09401ceae","1","No"
"0x3042eff0debf88da6276dd3d6eaa4db827ad1d89","1","No"
"0x8e2670edca0d0281195f6b856f5cfc771aa839a9","1","No"
"0x9b13ebdaf067738c6b2476354efb2cfe12d74f51","1","No"
"0x833a0454bd5ebcb9f56b0fe9f8b857fbe094934b","1","No"
"0x686ddcf9b7e2d6660ee4cf02757588245a4cb3e1","1","No"
"0xd04021f77fd98077c03be1a19f4b5a233cdc5824","1","No"
"0xd046f4b21788693bb029dd6607549592be67caef","1","No"
"0xdd148ac4f9d5c551ebb9716ce2bcf7985ae776dc","1","No"
"0x50bbffa58d45fa3050c729edb2b8ef74bc49f0f6","1","No"
"0x9c34781d407b39bcc330ecc0b2fef1f736388bea","1","No"
"0xd7f68580b8071871723a7e201bd1a109688185da","1","No"
"0xaab4cfad6b8cd9fb0ab22e3d1825aee181de650c","1","No"
"0x5235786742691445b2d6714e134ac8be7fc99781","1","No"
"0x82c5ea5660d56456720be16ea33d8484f08c3838","1","No"
"0x06e2224d72dbc2764e3e9d217b03addae8d22006","1","No"
"0x91d6e70676b39a45d9d1198ab01319a810ce7618","1","No"
"0x5685d07153e3f446d267bf7bcb9e0c64a98c3567","1","No"
"0x677cb288764ae02a112bac05fc34d747f9916580","1","No"
"0x85b838661921121a2974ce6348306bfb11d617c9","1","No"
"0xbec1631ce7919960981e3874a69c773dca968530","1","No"
"0x1ba17b274935ba2bee1a9c6999b122274a4ab520","1","No"
"0xf5e3243fbff6cdeff30d8525896728833f7cc8e7","1","No"
"0x060d25d363fff0a7a1828803d0616d15b92fccc1","1","No"
"0xea027de5184469cbc24711caf5c688a334abcd6c","1","No"
"0xf4ceec8de7ca65c1080b9f0f21f25e433b4594d2","1","No"
"0x5897a2b2faffc28036a780c245a261269ff663dc","1","No"
"0xd8292d72c0a4cfef4c8bf478e69eca69aedb60b9","1","No"
"0xaa453b73773eefa186abb4db5e9d3c42a332a49c","1","No"
"0xd4d12a285316e9504218da1f71f9515061ed682f","1","No"
"0x0ac71a1ed2afa45cc4b29fe734a9e28c980f61e6","1","No"
"0x7cd45f3e5ea43e70c4a2dce46863e7acde5e8774","1","No"
"0xb6358406e7904c47bfe804ecae282e16d832f5f4","1","No"
"0x373be74324aff93be17fce300173aaebb999e7ba","1","No"
"0xd8c02987d2133a4b99c45c1bbd6db8a3bc2a5717","1","No"
"0x1729f49b2866f5a8c2d2d31fce9a6cdcac6018e0","1","No"
"0x382a3c082c06543f4f59a88edd9a64eb41410996","1","No"
"0xc7c8e9003ce878c4011695c28a1a0e1ee2bb483d","1","No"
"0xd1570080bcb784b4f5e378dfd4cdffdfd6c110f6","1","No"
"0x7021c13794a1a2a789e90657cb7f103b01d745bc","1","No"
"0x0659d1f0962bd0b5003b85f427d0bb9a339475b4","1","No"
"0xdb2650116d1b494e74179be1be81edf4ca4e618a","1","No"
"0xac57c093c9e914e338cfa75e2803c0ba6f324426","1","No"
"0x17061b08892224811aeefa2152118eaa337614ac","1","No"
"0x2c1a6ba3c4e42cae7d4fb3542f6197fee33e04f7","1","No"
"0x225933f8594e980d9d4b75ff744a46be10d48f3c","1","No"
"0xfd0623a835e3663f03e73c208566bd9e90e475cb","1","No"
"0xf2fe58b8d76f72d70a3408aec6e64c17e4e0bd7e","1","No"
"0x49067a909da9a03732859d783afe7c290899bcd2","1","No"
"0xca2be2d03dc57ad7089ee4537d98311a5120c7c3","1","No"
"0x4e3344a5fb27a92f608bc36f306fc98c4f57e831","1","No"
"0x988c0e022377d627347c6405c569648ed970fdc8","1","No"
"0xb47b6de3882c375d917a4e6a03ec571c7232930b","1","No"
"0xa1ed54eaa547be31880ccfe41cef8c7b39c57b43","1","No"
"0xb7c21c7112fbee258df6903d259c03ccaaa6bc7f","1","No"
"0xa1b5af8eccc097fac2a68f878754aa8202092bab","1","No"
"0x064a768bb4e79f22ba0dcb3c5d2421ae32d51003","1","No"
"0x1eda14da76e7e56dc001d9d1a47cae888fd14e5b","1","No"
"0xdc1fa15c96720541ba91cf2843db42732a555812","1","No"
"0xaf1a1214156791c00a5cf170b28392fa144a09bf","1","No"
"0xe8fdb0e8e315e1a92cfee49dc4620130eeb0cac8","1","No"
"0xbbf829dc110773efd66b5fe0810197d52188e884","1","No"
"0xa849cda4c2c41b7b0db54b360bbdc6e00eb69a7a","1","No"
"0x720e9ff5e101f48b498cc8f47cf5119516d36d5a","1","No"
"0xd80a411113142781584e2f1bf2af4414007d9d9c","1","No"
"0x5d1f49e9e0ec76262cd0d86b22717305609702fd","1","No"
"0x1a5da809b313ee593b3bba6b063f747e2288acb6","1","No"
"0x4c48a7427eb820217c8970c3952b1625ced42574","1","No"
"0x85d33380514aba3ae6cf1c58ad9717a2b1cf0272","1","No"
"0x77f4d7681b33c9c10c4b6e389920eee2c2c54701","1","No"
"0x83302d6277caabad80eaafaf06897ddbc8d8fb5b","1","No"
"0xa84dd1dd576ae6d877c1b7630fc4c991a15b8a70","1","No"
"0xed9b2a30a48c267782f94edd9e692736e9a2d586","1","No"
"0x8fe52391dd6b42d30995c3206e23a4444703c594","1","No"
"0xac35b645b14d8252d49df77948ef3c215f2ec13f","1","No"
"0xa8e9e4d0f213736b463ebeff5b92dc8ef873f772","1","No"
"0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e","1","No"
"0xeed188ade0e5af69b6ff7cb33fd490b6a0904218","1","No"
"0xa38f82506c3ab79816d625ad286574133fc6f4e9","1","No"
"0x910c60c049d833a7fd2f5bda310bbea1c5fa3598","1","No"
"0x7005c3f79dc4ffcb50bbc5a9ec5fa599f795b527","1","No"
"0x9d75b8717aa34258dea1afd74306cb41e30f7b3f","1","No"
"0xac395a12cd0b1bf56e4c832bffb60e723953cd5b","1","No"
"0x6da1c4e7ce54e41e41805bb849fe4ff88ceac606","1","No"
"0x611a6ed28cb59dee17df7b579bf3796b10e326a6","1","No"
"0x068b0c28ebc4f88a3305f8c4a685985f4a8225f7","1","No"
"0xaf0827353b3450abc4edfda43cd36137aa0c1202","1","No"
"0xbbcd2582ecd8404950d76bf98fc7c745acf5b3a6","1","No"
"0xae482cade75030950859bb2c4c24b753ca9394a9","1","No"
"0x285ab8b73531a59bcb01b7f2028a66aa377e697b","1","No"
"0xf90bc50317f524597ef069976ffae371d9460c09","1","No"
"0x3f2b31757f862ded7b98c6621b53b6656c199e6a","1","No"
"0x04e96cdcfbcce8c972c5f976117784933e0cc6af","1","No"
"0x49e439ba390365227bffda1f759c4d6407e9d3ed","1","No"
"0x20879c965b29a728ef87a2eb391e8bd8f6cd0dc0","1","No"
"0x5dd0fad326fd1c906744ed43f7f5e860f1681080","1","No"
"0xf714bf31a65d611e41dceb91a48bfc355f44b738","1","No"
"0xb4577f812ff263ec939a343c467ab4faf423ded3","1","No"
"0xe4325125d5799b94cf7ec98488945714108732ec","1","No"
"0xf7421b03e0bd887aa1d7bcfd6115e7c818d9df68","1","No"
"0xc6c34f9d6274003fd5c57e2cac0491dd9f30b386","1","No"
"0xcb217d8f5e9907ccd5245a39d84a29477c5051a7","1","No"
"0xc139e74affd7f2f551bf18b89226a2e4b27636dd","1","No"
"0x45f233399c7e79b459722053cf96cbe7155b206a","1","No"
"0xf09b5894b22b59716e4882a90e6a45c5d399101a","1","No"
"0x5eaffaebe98938af6e9175cdd53f6bd7d21b18f7","1","No"
"0x3083d29102f5447a00cde3c3b28b39650cd131ef","1","No"
"0xab89e4a92afcb9954fda95fdfd11dabc792bf919","1","No"
"0x65324ee648f1641dfac22eb0994f0dd1ea12a7ef","1","No"
"0xa1ebc0aa38091c132044b876b8c1fde8394e955a","1","No"
"0x774984c93c9207b23479fa2dccccfb1d1a38efe2","1","No"
"0x24157f65d8f9a045ed6c2ef21745788525f5a7a0","1","No"
"0xd6fd898124d95fb46ac7d055fb1b0b5e0985dc72","1","No"
"0xbcdd7068813522ec00aba126105a62ba5afd14f0","1","No"
"0xa8f26442bafd363e30d65c98d1ea794b58cbd529","1","No"
"0xe0203c6964943fd491459750802444844ec4c3ac","1","No"
"0xd56a853b1afeafb7eace41f06d59175312335af5","1","No"
"0xf823dd8c0161c8454978f369fe711127e4f3164e","1","No"
"0x9675222610612ce7ba7ef2a2b0e8bb7c6c0ea845","1","No"
"0x63563609b1a41a4579fba23b05a7f178b9ff08ee","1","No"
"0xfec269a3d9e588a18503a079788d39da6a55a151","1","No"
"0x1850da93a7bb211a55e5a89716c520d37cf88bc6","1","No"
"0x95f388e644ec50059f80925e6152a4605d572b3d","1","No"
"0x57f6497e460cefdd52e7aa26de3b99784d30d336","1","No"
"0x76a3622edb5c23c9c3a7a705e083341f7534c737","1","No"
"0xa4f82b9d6b9ee066d79930c745539e80ae6c12d6","1","No"
"0xd14db4b2b3979be3eeed7e84b80f2cb5315fdd44","1","No"
"0x80873f1a942627cb78bd1cdcc2b351d95c28e0a4","1","No"
"0x1a9d278b73ae75c6ff67c82b5a427d47e382ac40","1","No"
"0xcb8d2b7ead54f745e43ef48ad0efc45e20667aaa","1","No"
"0x274fc04a6a4c6504f692b94bdb089c7ab2106dfd","1","No"
"0x2d44cc4992684256b637f3c63731f1b7cdfa1c19","1","No"
"0x4abdff260515e239e31b8d882496c58a1fe40755","1","No"
"0x69495f27056172b854a56bc2b5fb45e4474de17f","1","No"
"0x9ea18e37e41baef39e97aeabb7686d6135047082","1","No"
"0xac7e6dc694204dee9076100e195cae95240cc920","1","No"
"0xf24ce80bec7204882b1989e83ab3f9c505c374ee","1","No"
"0x19f4312527350040124f0c398e1d46852fe27da7","1","No"
"0x1286cbddc7b2cd1a2f32fe920a4fe775643642a8","1","No"
"0x790d45e3141a55a3fc7cf82cee91d1897dddb6fb","1","No"
"0xe4cce77b3b0ae6d4b9ef87a6aa164c7ab9d681c4","1","No"
"0x6023da82c84572527c25d45bc1347aeea9660c2b","1","No"
"0xab5e98a8c26ba6c77ddf778fc3d1f90eaacfdcfd","1","No"
"0xb2fbbd8d420045b6dd06fd9ac1de64af0a5830e0","1","No"
"0xc7f50fd51a6f089a630e139c2564021360c8607f","1","No"
"0x911a52ef289c30877bdb0712e457479966ad8ad8","1","No"
"0x67bed4ffc56f8ede5b8b51779bddcb05360f6c0b","1","No"
"0xb1dbb6f6d5b9b0e9614da755459a42ce0e849a05","1","No"
"0xa45e4da10f86579ff2d37cbf29fc7b27c08a22fa","1","No"
"0x7f59ce98c06986631c8ff5b1dc11bb855a719945","1","No"
"0xa0e392b64a76912452c99c4d6b954ca72d83e7f4","1","No"
"0x5da2ae0c42b997cad72cec407091fde0671e5f22","1","No"
"0x177312520b19bc40bebdc101b34dcf0c9a063548","1","No"
"0x3aef95f310b1b6023ebd1d3b77fcbc4e285387db","1","No"
"0xe893c736e858972ee7137439444c6c98ab8dc1e6","1","No"
"0x907e385eb539f368743b39f686573b118b051ad4","1","No"
"0x474161dc9eaf5e657033fc9a8bc240a1fb4e0e3c","1","No"
"0xb97f9c813040e166ad54648f5f02854599265464","1","No"
"0xafde4aa94ace16809249d2bf2c685cc474f485d4","1","No"
"0x3418adbef1a28a71de60900de7ad3def97207e12","1","No"
"0x506ac1d1bd4e32f4ed85d1df33d267e06533dc67","1","No"
"0x7c958dce997debd6d28758861ed4ec293e998457","1","No"
"0xca91c05dac90ccc3cfaf44d2b8b1c7d54d6ad031","1","No"
"0xda560cc9b7b8e8a80befc71fc9c69489b9a7371c","1","No"
"0x242f20589e3aa594d5014a58501f376861984f65","1","No"
"0x87a3f9fbc5dfade8165454f4470414c1c02e23b1","1","No"
"0xd138e728da8dfea942808d6993bb1678b00fde6b","1","No"
"0x7c6be96b07bef69dc600c2121e1649136986b67e","1","No"
"0x7d6a76de63da755145e988719c165277e6c6beb2","1","No"
"0xe744281d854c9d68a20d9b8f6fec0aa0bb0af2de","1","No"
"0x22c761396c173151b130134b3981eafeaa8c5d52","1","No"
"0x9308cf07c7110176179e9a0fbb92c09c032963c8","1","No"
"0x09dcb7236ca7899a2c3bf80f7c4e257e73f6dd9b","1","No"
"0x698fa8dfa821489cf4b69225347f28a56e3c3129","1","No"
"0x5d2b6defe8799c7c65f53f26ede59e9464647829","1","No"
"0x3cd5715e4d5ac10696d04f5e8ac358a0402381b9","1","No"
"0xed67f2db8c7165e8d691a148d611a58e634986d2","1","No"
"0xdb74118e3ab9c878b4870b7dcae9a9ca6e85f079","1","No"
"0x805ed1e3ae94f5c7a75d7679e32e3fb78f612e90","1","No"
"0xbc08dbaf7cc2ed83bd9689f335367d3e85ca5b7a","1","No"
"0x501783e585936116220b5028c4c22dc9fdb991bc","1","No"
"0x6d8624cdc097a525e8b36763c6df284b15dc8d64","1","No"
"0xef5c2fd73e55dde74334cea3171ce6cdc8824d52","1","No"
"0x61b4002874d9bbf48588bd99c83680fc890b952b","1","No"
"0xae2cac251f81bb41856b3ebc5b4596abba815349","1","No"
"0x6ebd772f1f85009a0ca3a34325da8ed5bcee3f40","1","No"
"0x44f21c2615524327874bddbf6a9669b3a175f21e","1","No"
"0xd4d71b709bcc500b60d0ae36dcfb4f6183746087","1","No"
"0xfed5b6f65d42af35b87795f5c05da2ac07a8aa4e","1","No"
"0x2717c9bb0a00bc15939aa94eb732d163471688a1","1","No"
"0x1111115195b95dd899e06952e6a26bfc901d8974","1","No"
"0x88888868f030e70509b4b5765bf1c1e383ee0bff","1","No"
"0x6a9bc308d04ddb0fedeecec64b843161e72ffa38","1","No"
"0x9ddd4b0b58a0ac5479e917a5a69d4dbe45154358","1","No"
"0xc34fe121c3f352a4ea4acf950e949343f1557602","1","No"
"0x0bba0474aae69bdcfa77dff539e7c167e76798b8","1","No"
"0x4dc2d70f426df35eeaaea90a8e98b87b10f500d6","1","No"
"0x8776e2440d3dc2a77fca20ac4cb1031d84114c3d","1","No"
"0x031d2da6a39dfe83c314df7c2e7a74bfad01773b","1","No"
"0xe7841ad5db7f6b9fa089ac3100a9623c6aa3730f","1","No"
"0x50f7c1a1db6ac509d4a9e684617a191f3b400c04","1","No"
"0xd862b45054ef15bbf7690cd860aa5d1f8a060f6e","1","No"
"0x79748bfc42a567c58682add44a072f8900a84998","1","No"
"0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55","1","No"
"0xbc99c4bd93c24db1bf553f2c7f9348be639fe5b6","1","No"
"0x2c17c733cefc0e618850b546d9df53cdbfa29725","1","No"
"0xa14ef0e1c1b3fe72706dc5f69ce0595e9dba0646","1","No"
"0x0dbb0cff7c9515fc56d352ee37aeeefdf43b25fe","1","No"
"0xdb2e9f0f51d755a52a868630a3a9c9038caceeb6","1","No"
"0xbecb1075a71beb3448f271feb2cc2fc37356e1be","1","No"
"0xb5c1213ee9ddf312c98f6e94caf5c421c86abff3","1","No"
"0x347d88b90e39485b3468df96864cb2cb7ad8cf80","1","No"
"0xaca864289a11bada7511de0fc5f2a372e0cfe819","1","No"
"0xde6d18ac0152b6afe61266fe4acf49d417313252","1","No"
"0x2b00953d8cb86bac70ed9ab80ffe10766873a3af","1","No"
"0x2b6d11dcb98303d9b921dd47e0542b6549e3cb85","1","No"
"0xc512718f304dcb48126ed7fa76edde2b355d49cf","1","No"
"0x65547144e458d36e3af2c085831f57a76e2d4219","1","No"
"0x01be944d783d840fcb557f2f1be085a021fc09fc","1","No"
"0xde6ec74d2160f3de821fbce6bc5b90918158580c","1","No"
"0x47a07248d837bbb59796d37ee305d4aa501d4cc4","1","No"
"0x233a3afb6deea713e7c764b56b68f80434337cf7","1","No"
"0xee2fb3353782c61962f7020c1885407751d8ac85","1","No"
"0xbed67cad75bcf5ef565d97bab460804ab5b74d97","1","No"
"0xeae6a093ba9c4f9bc1a03d6b36a12d75ce262e13","1","No"
"0x9dafb4fad67bc655a62de143bddc7ceef1ecc9d8","1","No"
"0x3ad491515478aaeb2dcb8080b2c083cb3a92059a","1","No"
"0x85eab92d8df9eed8295bb75c9b52ad5acf8ed193","1","No"
"0x05f08456c800042c5ff5e1185d5a28127885c8a6","1","No"
"0x5f02d3814ec6658e0aea55f576a02098b06c5212","1","No"
"0xa754b5702e2577e4f2b8f42efdf830df17ab438f","1","No"
"0x859093c2bb4ee9eb190d5178320975ec5a3f5f7b","1","No"
"0x39a8c823bc6c3f841652b964f9733fb373e0e025","1","No"
"0x3902fb08cc26b7186056587e0d8210c32409b239","1","No"
"0x175cdf8075ad6c005264325a6194f916df46bfe3","1","No"
"0x0610ded66af8443dbfc869ec534f8ff1a8bf0cb9","1","No"
"0x324aea1319a0fb3964dcdc610d143aab17b2727b","1","No"
"0xf85ea908d329c578a1bbce0a054e8c0cb7b48520","1","No"
"0xcff91ab7c3ec8e2199c80851e6be9c245f2cc626","1","No"
"0x2e2e48e5268b44dbe8bc61776be9748b0bcdad15","1","No"
"0x8741e9c93f8f6841edd6557a85421c83d80d2c6b","1","No"
"0x9b517766aaaa96b417e0976c3ab3cfc70b2c0a3b","1","No"
"0x244ca346b274de703567ecb7a3d927125389092d","1","No"
"0x33dd3068aad472829b0c651d7bc92daff105de9f","1","No"
"0xdf823f05ec88a26d4a200ee519a1c66b631c4877","1","No"
"0x16aa252fc8a60187e7f52a2f0f2292914f65caa3","1","No"
"0xfb27a04c861c766ad5e2804edb9374ded26f6560","1","No"
"0x5a756d9c7caa740e0342f755fa8ad32e6f83726b","1","No"
"0x85c952ec161e34a6ee773211e3a617ab8b4d2a95","1","No"
"0x3fcdca1dfb729c1450677a905de859285cd77ca6","1","No"
"0x519fc0786ce7efab96bfa7feee15f9622c6216f3","1","No"
"0xea59638fcd716d37d34959290b3b2f4f239e85a8","1","No"
"0xa4e118f6d512b9daa861da241b4e5a01eb8f1306","1","No"
"0x92ae56cee6957cb4aa986c3e89955446107958d8","1","No"
"0xeedd108e9ebf1e05b0bb533b30bb4b287117ef73","1","No"
"0xd148d6e383bc4b77c040a559c7543e833cfdbb1f","1","No"
"0x93896189872bafbb47af51414fbaf0b85a28ad94","1","No"
"0x292b275163ddb3a383e370ce1e931297202de058","1","No"
"0x5cf01ae1aaed90142c58456633fe8260ec10741d","1","No"
"0xc7d4e78cc93efb95f4bb8bd23ae348bad5662c03","1","No"
"0x6cec8bc68321fbc0ba54159b812acf3795331bc1","1","No"
"0x5d37d64236b7621941eeaca9db66739292900e57","1","No"
"0x37c9cf3b0e9eeb5d78d2b5ef168af181871a441e","1","No"
"0xd1f4befbbd4db61daf7afd15d97a03bbb76119c0","1","No"
"0xd515c9a3e064bfb90646dbb9de561b0dc3947689","1","No"
"0x3aca2ad957cc202d798f6beb3b858ce4c5618749","1","No"
"0xd5b877e0a977979997c8baa9aaf8b67c358ab23f","1","No"
"0x945f81e348f71a57143594741d55a9eaad32f506","1","No"
"0xa0c721bfda221070168c0b8edbdb9bc83f6e6b18","1","No"
"0x86b3319a0e90971a61335ebdba11657a6aae7e67","1","No"
"0xc44023b066127a342423691acb775c8cf294eade","1","No"
"0x36d74b81006732a0b24218a562b6b6c774c91113","1","No"
"0x7739a42101cd9f4ebeba86ff10b192acb2886c11","1","No"
"0x3ee10204ce7280da6f49382a2de83134aa6d7d7b","1","No"
"0x36f80088325b16c416d7237022f43f65d2acc906","1","No"
"0x035105ecd50f1b4d4a0adea97a41651fa405ec4c","1","No"
"0x4957ded04dac83e6b4d9649d57df756453e18a17","1","No"
"0x9ecc9c68ed14d9536393e42c79b80aac6ce4acf0","1","No"
"0x075a103132e785a12793499c2c0156f500f4a3c0","1","No"
"0xf93901a9335243414df97382813380610b0ba1b5","1","No"
"0x2899598d9bf2c1d48cf4cff1906c0ba3419b8a7b","1","No"
"0xaa1a3823c39764c3063f7252571c7f4ace66d820","1","No"
"0x1c70d0e81210fecbf1b39ed7291ea2d75bba0b9c","1","No"
"0x03da98f5e26cdcae4b8cdd504480a9f801ded4f7","1","No"
"0xa1b7e322c675d0189b76f8d4d0f799c6f602239b","1","No"
"0x70794157efac5314ea9b0eb363d7b19832444aea","1","No"
"0x59ca32a03229ef805686e10cfbd32706378bd4d2","1","No"
"0x11d9f43c216d2cbe066de087ed5b2147d9ffba01","1","No"
"0xd3b1f961d195ae360537624d0b2a0f89ef07448d","1","No"
"0x30b908515e34b195a249071176b38653fa7b98d1","1","No"
"0xd5a5b219b76db9e4273e317fe6e82e98d96e6e44","1","No"
"0x3e4eb6d1766a6f35a0271eea8997a06ac7e2dee8","1","No"
"0x84d501e88c8b1b1969c1d4dad37b9fead2d2ac5a","1","No"
"0x505328f64a6b3d280970a6fed79a7558fbfe2f06","1","No"
"0x136ea24d79406759487051e6f4cd403d412045ca","1","No"
"0x376f951626cf1d4411e58b7d2ed47fb34b6d7e49","1","No"
"0x014e61e389924e0d275fa1fcd7b7dece38f921e2","1","No"
"0x2cd926471980a9769ade4f3ccfe2ca274e51ff7c","1","No"
