owner,tickLower,tickUpper,Margin,Pending Settlement Cashflow,seized margin,surplus margin,Balance pre Protocol contribution,Protocol contribution,takeHome
0x1537c0ee8ed1ed158145f898c2ddedacf2fc09b8,-15060,-12540,954.43003,-34456.49238,954.43003,0,0,0,0
0x154d455d70dfe6c8e2987946fda471da30cbed03,-69060,0,0.001269,0.004726,0,0.001269,5.81E-05,0.005936863978,0.005995
0x163d1a5708e536605e7b7b4b3b46a95dbf517800,-69060,0,0.389341,-0.38934,0.38934,1.00E-06,4.58E-08,9.54E-07,1.00E-06
0x1651c7eb892fc80e97f9d185a425865675e5c5ca,-23040,23040,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0x16b9967fa64d4064dfef0883b678d1566cc56c40,-69060,0,24.329771,-376.774273,24.329771,0,0,0,0
0x1728c0bd0f0814793aeec0eb3dd30d694ef77d0d,-16080,-6960,926.418272,-7873.457847,926.418272,0,0,0,0
0x1930b7f236d94e872a0b9ded104ba092d85a3856,-69060,0,0.006359,-0.000004,0.000004,0.006355,0.0002911382346,0.006063861765,0.006355
0x1a613a984568334a61670f47ea14e081d56a0f91,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0x1a613a984568334a61670f47ea14e081d56a0f91,-69060,0,0.15748,-0.139944,0.139944,0.017536,0.0008033674402,0.01673263256,0.017536
0x1aab5ad27515409cf96f8ee10c41e2fd8f0365dd,-23040,-16080,6.546429,-408.310991,6.546429,0,0,0,0
0x1aab5ad27515409cf96f8ee10c41e2fd8f0365dd,-69060,0,98.399959,-468.292477,98.399959,0,0,0,0
0x1ac0dbef5e3edc8b24be3663f3632457d5044c47,-13380,-6960,0.191978,-0.166613,0.166613,0.025365,0.001162033253,0.02420296675,0.025365
0x1ac0dbef5e3edc8b24be3663f3632457d5044c47,-16080,-6960,0.734614,-0.994814,0.734614,0,0,0,0
0x1ac0dbef5e3edc8b24be3663f3632457d5044c47,-69060,0,5.240693,23.283167,0,5.240693,0.2400890808,28.28377092,28.52386
0x1c7588972f3719b144f9f91e645d4b57e1f7cfc5,-16080,-9180,925.126923,-10981.32576,925.126923,0,0,0,0
0x1c7588972f3719b144f9f91e645d4b57e1f7cfc5,-69060,0,0,0,0,0,0,0,0
0x1cfaf69c935e66e94162545a2e66a33804c5a2ea,-13860,-10980,935.490601,-5503.552562,935.490601,0,0,0,0
0x1e3d7c0b60c5b018ae2d7456f656825c9860376e,-15060,-9180,934.538945,-6153.037481,934.538945,0,0,0,0
0x1e3d7c0b60c5b018ae2d7456f656825c9860376e,-69060,0,0,0,0,0,0,0,0
0x26a3d4d55e4baa01675df990319dd5a2e9adfcf8,-13860,-6960,1006.168179,-24.980046,24.980046,981.188133,44.95065002,936.237483,981.188133
0x27f4128205122af0ce0b87190d7986814969c494,-69060,0,0.000001,0.000022,0,0.000001,4.58E-08,2.30E-05,0.000023
0x27f4128205122af0ce0b87190d7986814969c494,-6960,0,26.823205,0,0,26.823205,1.228837223,25.59436778,26.823205
0x29dba2518ca261fe21654312e9ad837efb29bd0b,-10980,-6960,1.2,0,0,1.2,0.05497496169,1.145025038,1.2
0x2bf02f7b9aa48a35b41567c896eed17cf89848e7,-10980,-6960,1004.9,0,0,1004.9,46.03694917,958.8630508,1004.9
0x2bf02f7b9aa48a35b41567c896eed17cf89848e7,-69060,0,0.078522,-0.020051,0.020051,0.058471,0.002678700821,0.05579229918,0.058471
0x2c12708ef3e449068e9b3fdb2016122181c84aea,-16080,0,1.275446,-0.074454,0.074454,1.200992,0.05502040766,1.145971592,1.200992
0x2c6c59752bed9c8d1d1b8b3d0016f20f3e11aeb6,-69060,0,2.000002,-1.810065,1.810065,0.189937,0.008701482749,0.1812355173,0.189937
0x2d481c39e28c71915fee81854d1c95cbcf5a5d74,-69060,0,11.174539,-7.384717,7.384717,3.789822,0.1736210994,3.616200901,3.789822
0x3016f44012531f182df6c136bd2d344aad4cf3f6,-17940,-6960,938.64636,-10714.67562,938.64636,0,0,0,0
0x319c117fbda2de5462cf63109fc275b7df910d60,-12720,-12660,0,0,0,0,0,0,0
0x319c117fbda2de5462cf63109fc275b7df910d60,-29280,-29220,0.014219,-0.002286,0.002286,0.011933,0.0005466801816,0.01138631982,0.011933
0x319c117fbda2de5462cf63109fc275b7df910d60,-69060,0,0.000008,0.000011,0,0.000008,3.66E-07,1.86E-05,0.000019
0x32707a8329c1da69a7af1cc1824ab90662c877fa,-69060,0,0.001143,0.013433,0,0.001143,5.24E-05,0.01452363635,0.014576
0x357ef9e72740e88c471f97c77d88b9cc991e8306,-23040,23040,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0x36745a246da393c9faadb04f0e8a505cda372456,-16080,9180,0.150004,-0.000074,0.000074,0.14993,0.006868663339,0.1430613367,0.14993
0x398e792451c8c986e88e0cbf6b9f46fd698bf3ac,-10980,-6960,8,0,0,8,0.3664997446,7.633500255,8
0x3a131bfe47775ef1ed2512f8e9401d29d93227b3,-16080,0,0.525548,-0.052118,0.052118,0.47343,0.02168899676,0.4517410032,0.47343
0x3a131bfe47775ef1ed2512f8e9401d29d93227b3,-69060,0,5.494791,-4.972684,4.972684,0.522107,0.02391901027,0.4981879897,0.522107
0x3a8713065e4daa9603b91ef35d6a8336ef7b26c6,-69060,0,28.107003,1458.765264,0,28.107003,1.287651178,1485.584616,1486.872267
0x3a901ecbc980974459630faf30a7131aad43e1f2,-13860,-10980,0.054087,-0.022894,0.022894,0.031193,0.001429028317,0.02976397168,0.031193
0x3a901ecbc980974459630faf30a7131aad43e1f2,-69060,0,0.113123,-0.043206,0.043206,0.069917,0.00320307033,0.06671392967,0.069917
0x3ae8b214ca846383101a02f9c993a1a7cbfbc575,-16080,-6960,932.517104,-6089.653364,932.517104,0,0,0,0
0x3ae8b214ca846383101a02f9c993a1a7cbfbc575,-69060,0,0,0,0,0,0,0,0
0x3b2f8c00cc8593d9cbd1ca644c44203e817e2c71,-69060,0,510,-0.001602,0.001602,509.998398,23.36428533,486.6341127,509.998398
0x3ed73fc1f8e99afcb227ee919a0fa4baa3c676b4,-10980,-6960,10,0,0,10,0.4581246808,9.541875319,10
0x3f62e4c7c23f540445534a9ce62e7b9be45333af,-13860,-10980,17627.638,-14078.8015,14078.8015,3548.8365,162.5809589,3386.255541,3548.8365
0x41ce97aa31110bfbcdc5acc630a19f73a256789a,-23040,0,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0x41ce97aa31110bfbcdc5acc630a19f73a256789a,-69060,0,0.000016,0.000503,0,0.000016,7.33E-07,0.0005182670005,0.000519
0x420f5a4a8ea8905f9e00dbf4c7a13f568b183fea,-69060,0,800.000009,7.50863,0,800.000009,36.64997487,770.8586641,807.508639
0x4265fb52e31b1eab0193f36e9c3480deca79f9c6,2220,9180,1006.6646,0,0,1006.6646,46.11778985,960.5468101,1006.6646
0x4265fb52e31b1eab0193f36e9c3480deca79f9c6,-69060,0,5020.000588,206.293995,0,5020.000588,229.9786167,4996.315966,5226.294583
0x433ec7401e366928bf0024a6a05df70764ec1889,-19440,-10980,971.00798,-11273.76625,971.00798,0,0,0,0
0x445bab4342fafcfee8baaec5bd7d6030770d4011,-69060,0,0,0,0,0,0,0,0
0x4820e8f84b94428abafeb4ec43983de3bdff8e3b,-10980,-6960,10,0,0,10,0.4581246808,9.541875319,10
0x4820e8f84b94428abafeb4ec43983de3bdff8e3b,-69060,0,2.567702,-0.8045,0.8045,1.763202,0.08077663534,1.682425365,1.763202
0x49f63b254ea9043e57678c13e06aef257fab45c1,-69060,0,0,0,0,0,0,0,0
0x4b95480ef445d361009d8a9ffe2f3bf765478cdd,-20520,-9180,204.14031,-203.829856,203.829856,0.310454,0.01422266396,0.296231336,0.310454
0x4b95480ef445d361009d8a9ffe2f3bf765478cdd,-29940,-10620,0,0,0,0,0,0,0
0x4cbcf3f319d7a20d5fca93bbedbb57fb7f12e6f4,-69060,0,0.003959,-0.000171,0.000171,0.003788,0.0001735376291,0.003614462371,0.003788
0x4d51a39b4b74502cc5016e15e9106327936e3c5c,-69060,0,1013.649304,-5035.72316,1013.649304,0,0,0,0
0x4d877172ae64fb0816f7a26ba570847cb2495c2f,-11940,-11640,545.075353,-282.300473,282.300473,262.77488,12.0383658,250.7365142,262.77488
0x4d877172ae64fb0816f7a26ba570847cb2495c2f,-69060,0,0.851867,5.83934,0,0.851867,0.03902612974,6.65218087,6.691207
0x4effba37e8c7e34fc4241995b3380f2b9033c99f,-23040,23040,566.559721,-55.697274,55.697274,510.862447,23.40386954,487.4585775,510.862447
0x4effba37e8c7e34fc4241995b3380f2b9033c99f,-69060,0,0.281088,0.008791,0,0.281088,0.01287733503,0.277001665,0.289879
0x4f49c34759b7e888ce77de9dd34fec63d63495cc,-69060,0,0.000762,0.321481,0,0.000762,3.49E-05,0.3222080909,0.322243
0x4f5ebba67dcdfa8bfaec752bde6400c0147a36c6,-32160,-1860,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0x4fe503de4edf5ba376521e0555e65616ec3548fa,-10980,-6960,54,0,0,54,2.473873276,51.52612672,54
0x4fe503de4edf5ba376521e0555e65616ec3548fa,-69060,0,0.560764,-0.001509,0.001509,0.559255,0.02562085183,0.5336341482,0.559255
0x51a77e47466c00515292d7bb6ecf3539e0e24ba4,-17040,-9180,949.287607,-7944.429792,949.287607,0,0,0,0
0x51bb58cd83491c45e79f7f68c7291645e2e06734,-69060,0,0.100001,0.202358,0,0.100001,0.00458129262,0.2977777074,0.302359
0x542e4dc1d3e7314ccbe93568baa428b01eb90fbc,-69060,0,5018.000583,204.690559,0,5018.000583,229.8869915,4992.80415,5222.691142
0x5445a649a1ada9bcb8853217272496fb705de651,-16080,-10980,947.503921,-7606.862912,947.503921,0,0,0,0
0x549c5fc0bc5bafa07515215e0ec8517bc845480b,-23040,6960,2.152297,-0.256757,0.256757,1.89554,0.08683936574,1.808700634,1.89554
0x555da6a5c851420c8f9c4c23537d8e2bb9bca674,-12720,-12660,1076.356165,-6344.085129,1076.356165,0,0,0,0
0x555da6a5c851420c8f9c4c23537d8e2bb9bca674,-29280,-29220,0.013989,-0.002286,0.002286,0.011703,0.0005361433139,0.01116685669,0.011703
0x555da6a5c851420c8f9c4c23537d8e2bb9bca674,-69060,0,0,0,0,0,0,0,0
0x57b519468a253c8afb7d52e74e7572f29f194758,-69060,0,0.100323,-0.000336,0.000336,0.099987,0.004580651246,0.09540634875,0.099987
0x57ce7e454686dd1b3b3f1812a908b74c33824756,-11040,-9840,1021.640197,0,0,1021.640197,46.80385891,974.8363381,1021.640197
0x57ce7e454686dd1b3b3f1812a908b74c33824756,-69060,0,0.018039,0.721361,0,0.018039,0.0008264111116,0.7385735889,0.7394
0x5b855bc0cff6af143ff74e5257addba80e8ca015,-13860,-10980,940.219774,-4950.383172,940.219774,0,0,0,0
0x5b855bc0cff6af143ff74e5257addba80e8ca015,-69060,0,0,0,0,0,0,0,0
0x5c7439d5231aca3627c43440c8f9c1a19236d65a,-12720,-12660,1080.617723,-6626.625828,1080.617723,0,0,0,0
0x5c7439d5231aca3627c43440c8f9c1a19236d65a,-69060,0,0.000169,0.00061,0,0.000169,7.74E-06,0.0007712576929,0.000779
0x5cd04c45827b0156d4f3e6411564a03423dd558b,-19440,-6960,966.726846,-7216.87821,966.726846,0,0,0,0
0x5cd04c45827b0156d4f3e6411564a03423dd558b,-69060,0,0,0,0,0,0,0,0
0x5d0569904da31a914eec249efdb6a399c3d3e3ee,-17940,-10980,1.865915,-1.686502,1.686502,0.179413,0.008219352335,0.1711936477,0.179413
0x5d0569904da31a914eec249efdb6a399c3d3e3ee,-69060,0,0.1,0.090106,0,0.1,0.004581246808,0.1855247532,0.190106
0x5db3aa91e758fb874bb2b4b64f9352c163a1f4a6,-69060,0,0.005023,493.633934,0,0.005023,0.0002301160271,493.6387269,493.638957
0x5ea3ca8b27b5e69d92b46275225961f63279ea1a,-17940,-10980,956.890075,-9037.376518,956.890075,0,0,0,0
0x61f8a9de0aef76158a5b3b6e4f2f96287777a71b,-13560,-10500,1107.68948,-44.180268,44.180268,1063.509212,48.72198182,1014.78723,1063.509212
0x62d3f3c42e66e2c866a48201ca184b7900b9d625,-12780,-11340,658.122756,-1238.88528,658.122756,0,0,0,0
0x62d3f3c42e66e2c866a48201ca184b7900b9d625,-69060,0,0.197084,24.438292,0,0.197084,0.009028904458,24.6263471,24.635376
0x642c63f23055a8d17fe751b56c5030704e4c197b,-69060,0,0.001518,0.003718,0,0.001518,6.95E-05,0.005166456673,0.005236
0x64e1a38cbdcec7753e1242f0a23f6a6d6c9f4fa3,-69060,0,503,-0.002002,0.002002,502.997998,23.04357973,479.9544183,502.997998
0x64e1a38cbdcec7753e1242f0a23f6a6d6c9f4fa3,9180,16080,1003.3536,0,0,1003.3536,45.96610477,957.3874952,1003.3536
0x64e744f718ccfe9a31e1a7076de3e7ec29fbd8e4,-13860,-10980,934.241817,-3748.488836,934.241817,0,0,0,0
0x667aad452d0f77dee7cc2d0fb7b20a2e0ce7de3a,-16080,-9180,933.399416,-5822.65328,933.399416,0,0,0,0
0x667eeb11e3adfc2f3a8e30c2787f74a2760eccfe,-69060,0,0,0,0,0,0,0,0
0x673176bdf8431153dcfdbeb69afe3308e23dc4ed,1080,5100,1004.4317,0,0,1004.4317,46.01549519,958.4162048,1004.4317
0x673176bdf8431153dcfdbeb69afe3308e23dc4ed,-69060,0,5013.000778,204.69337,0,5013.000778,229.6579381,4988.03621,5217.694148
0x68ca2077669a35ba1419bc406860025c5ebfd5f7,-16080,-6960,930.536386,-5454.926195,930.536386,0,0,0,0
0x68ca2077669a35ba1419bc406860025c5ebfd5f7,-69060,0,0,0,0,0,0,0,0
0x6ac8f5ae64e60e73db32cfaf15466ef7706a7126,-23040,-6960,10.59528,-90.952248,10.59528,0,0,0,0
0x6ac8f5ae64e60e73db32cfaf15466ef7706a7126,-69060,0,5100.00137,-237.973707,237.973707,4862.027663,222.7414871,4639.286176,4862.027663
0x6c209c19deea3809aa4cd3dc2039e9af73d4fd44,-69060,0,530,-0.001201,0.001201,529.998799,24.28055306,505.7182459,529.998799
0x708f741b5fa76c9f4a70355207b4f0226ce265f3,-69060,0,134.978718,-134.978717,134.978717,1.00E-06,4.58E-08,9.54E-07,1.00E-06
0x71b1617c8458519110189df450ce1f7895f1bd82,-16080,-6960,932.771083,-3972.179426,932.771083,0,0,0,0
0x747811193cd339582929344c74e315339db57446,-69060,0,142.857145,-0.907575,0.907575,141.94957,6.503060144,135.4465099,141.94957
0x74aa8463874aebb1ae29be8f8ba1adc322a9402d,-17940,-6960,940.21076,-5925.083138,940.21076,0,0,0,0
0x74aa8463874aebb1ae29be8f8ba1adc322a9402d,-69060,0,0,0,0,0,0,0,0
0x7512f108f81278de1239006a3fb20907cf5c818f,-25680,-6120,65.362065,-73.071223,65.362065,0,0,0,0
0x7609250783e636240b1b8d6ce53614a18b101be2,-15060,-9180,932.739611,-4229.324175,932.739611,0,0,0,0
0x761599064123baf63413e5c7b84e25ed64531867,-10980,-6960,4,0,0,4,0.1832498723,3.816750128,4
0x76c5fd525fd20c95d27aa7678efa016a7cb8db6b,-69060,0,0,0,0,0,0,0,0
0x7f3c703cbcd18acf9b2d85bc4b59a770d2307ae6,-13020,-10980,15,0,0,15,0.6871870211,14.31281298,15
0x7f3c703cbcd18acf9b2d85bc4b59a770d2307ae6,-69060,0,2.189914,-1.296779,1.296779,0.893135,0.04091671868,0.8522182813,0.893135
0x7f757b82d59c6c209616dcf911644f19e5ccf518,-16080,0,0.417392,-0.052118,0.052118,0.365274,0.01673410346,0.3485398965,0.365274
0x7f757b82d59c6c209616dcf911644f19e5ccf518,-69060,0,96.367876,-95.970416,95.970416,0.39746,0.01820862356,0.3792513764,0.39746
0x7fb653f2f5a3ffa425f8e9a9efdff6778217ae26,-69060,0,0,0,0,0,0,0,0
0x8073c62366973b9960f4561f6a72c5826b75e828,-13380,-10320,5015.002013,-3765.356509,3765.356509,1249.645504,57.24934476,1192.396159,1249.645504
0x811ac20a93a66b9195bcf1aa5e66f069d4471382,-69060,0,480.287219,29.027862,0,480.287219,22.00314289,487.3119381,509.315081
0x81b0cbbbc1a69bd7ceca46a61684103bd9a6fb21,-69060,0,1006.001264,-29.233089,29.233089,976.768175,44.74816084,932.0200142,976.768175
0x821d92e6e62a2004e2cec914c23a9f346add0331,-69060,0,120.001256,132.753312,0,120.001256,5.49755371,247.2570143,252.754568
0x87b675e9219a3b870df51449268b8c8c2241bf0c,-10980,-6960,1.0647,0,0,1.0647,0.04877653476,1.015923465,1.0647
0x8901083bb577b335a5f6fddde705c00efe8c33d9,-10980,-6960,0.905324,0,0,0.905324,0.04147512685,0.8638488732,0.905324
0x8a45806606b96bd39af47ec8943d3b18ac51ba6e,-13860,-6960,0.203544,-0.100592,0.100592,0.102952,0.004716485213,0.09823551479,0.102952
0x8a45806606b96bd39af47ec8943d3b18ac51ba6e,-16080,-4680,0.327341,-0.344234,0.327341,0,0,0,0
0x8a45806606b96bd39af47ec8943d3b18ac51ba6e,-69060,0,0.170332,0.364096,0,0.170332,0.007803329312,0.5266246707,0.534428
0x8c97da9740d23f9b126620c5ead7f1c7e16340ab,-10980,-6960,9,0,0,9,0.4123122127,8.587687787,9
0x8c97da9740d23f9b126620c5ead7f1c7e16340ab,-69060,0,2.516335,-1.100928,1.100928,1.415407,0.064843288,1.350563712,1.415407
0x8c9d6173cd7a77dd71e1a4e67c5cfeda424e6242,-69060,0,5030.000792,208.252213,0,5030.000792,230.4367507,5007.816254,5238.253005
0x8d55cae0c5f1c5fc6738f14eb8f72c2596acf63f,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0x8d55cae0c5f1c5fc6738f14eb8f72c2596acf63f,-69060,0,0.007941,-0.005972,0.005972,0.001969,9.02E-05,0.00187879525,0.001969
0x8e0caec3c8380a249c82fd7b4e8d3f98941a20ff,-69060,0,1.312273,-0.583362,0.583362,0.728911,0.03339321192,0.6955177881,0.728911
0x9092164dcde75456862c7ac90c52120fa87094fb,-12720,-12660,1002.750229,-6921.810394,1002.750229,0,0,0,0
0x9092164dcde75456862c7ac90c52120fa87094fb,-69060,0,0.000013,0.020664,0,0.000013,5.96E-07,0.02067640444,0.020677
0x9241f27daffd0bb1df4f2a022584dd6c77843e64,-69060,0,1.050901,-0.933309,0.933309,0.117592,0.005387179746,0.1122048203,0.117592
0x93ea069784ba3580805ca976455201dff1cdc53f,-46080,-39120,0,0,0,0,0,0,0
0x942fec89e62c34ecfb26694654bec567fbdf68b5,-16080,0,1080.588154,-25.681282,25.681282,1054.906872,48.3278874,1006.578985,1054.906872
0x942fec89e62c34ecfb26694654bec567fbdf68b5,-69060,0,0.001371,37.361826,0,0.001371,6.28E-05,37.36313419,37.363197
0x9633d229b711dcbf06cdd8739238765e0f3135b0,-69060,0,0,0,0,0,0,0,0
0x98c3d15845a471cacddb1a17885479641a6f0ce9,-23040,-6960,52,0,0,52,2.38224834,49.61775166,52
0x98c3d15845a471cacddb1a17885479641a6f0ce9,-69060,0,1.383151,1.250676,0,1.383151,0.06336556103,2.570461439,2.633827
0x991b9e5c1a52cc941804d2ad9b92447be92b243d,-38040,6900,0,0,0,0,0,0,0
0x99343b21b33243ce44acfad0a5620b758ef8817a,-15060,-9180,1037.122913,-149.058226,149.058226,888.064687,40.68443512,847.3802519,888.064687
0x99343b21b33243ce44acfad0a5620b758ef8817a,-69060,0,130.595007,-89.276338,89.276338,41.318669,1.892910205,39.4257588,41.318669
0x995482968992eee76d163e7a1791cdbb84e12616,-69060,0,20.636784,-526.211078,20.636784,0,0,0,0
0x997b86481ea10a414ac34acbcf1e3030274a618d,-69060,0,1002.000001,-0.934673,0.934673,1001.065328,45.86127338,955.2040546,1001.065328
0x99eb80b4702cec059ce3fd8b062efc12d598f81b,-69060,0,0.029681,0.271116,0,0.029681,0.001359759865,0.2994372401,0.300797
0x9a84a1e6aa600a4aef8569a5320465a9b13e5601,-69060,0,0,0,0,0,0,0,0
0x9bd2ec9f7204a074187e6708588b2275e878a754,-16080,-6960,915.537859,-13950.20706,915.537859,0,0,0,0
0x9d32f1e7c5ff707e92b4b30937a1e5e2c2de2462,-69060,0,20.068489,-73.097849,20.068489,0,0,0,0
0xa0beaa6ec671f4cc8b6d6ca52c46d6c252f525a8,-10980,0,0.1,0,0,0.1,0.004581246808,0.09541875319,0.1
0xa281fb7f9b25ba3bef7e4d5615a4ff256064ab22,-11640,-10980,0.4,0,0,0.4,0.01832498723,0.3816750128,0.4
0xa2a8a10746c08a09c26e94a8a933bd707e42b7ac,-69060,0,5007.500697,-15.447893,15.447893,4992.052804,228.6982597,4763.354544,4992.052804
0xa541682db169aba643476027a8fa85a10e43b4c1,-12780,-9960,0.322026,-0.270051,0.270051,0.051975,0.002381103028,0.04959389697,0.051975
0xa541682db169aba643476027a8fa85a10e43b4c1,-13860,0,0.507137,-0.207272,0.207272,0.299865,0.01373755574,0.2861274443,0.299865
0xa541682db169aba643476027a8fa85a10e43b4c1,-69060,0,0.215657,0.933215,0,0.215657,0.009879779428,1.138992221,1.148872
0xa5ba45f484bc67fe293cf01f7d92d5ba3514dd42,-10980,-6960,0.097743,0,0,0.097743,0.004477848067,0.09326515193,0.097743
0xa634d9bf6516520e5b73b1bda8809a21cce8764f,-69060,0,1.13126,-0.012955,0.012955,1.118305,0.05123231211,1.067072688,1.118305
0xa65f82af8f544a8c87b2057ab24064d95196aaa1,-23040,6960,1.982061,-0.255773,0.255773,1.726288,0.07908551389,1.647202486,1.726288
0xa65f82af8f544a8c87b2057ab24064d95196aaa1,-69060,0,0.000918,173.770229,0,0.000918,4.21E-05,173.7711049,173.771147
0xa8a64e00094e474f7ac439d35fb8065dd6efe9aa,-13860,-10980,0.793758,-0.647645,0.647645,0.146113,0.006693797148,0.1394192029,0.146113
0xa8a64e00094e474f7ac439d35fb8065dd6efe9aa,-69060,0,0.001621,0.00251,0,0.001621,7.43E-05,0.004056737989,0.004131
0xa9342dbb10d10bc034c582effce3c2935f0f329b,-13860,-10980,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0xac52c1586e5921c2c5da887b0cb7bf1b857c2efe,-12240,-11640,105.261135,-73.182721,73.182721,32.078414,1.469591317,30.60882268,32.078414
0xac52c1586e5921c2c5da887b0cb7bf1b857c2efe,-69060,0,466.631489,-0.106651,0.106651,466.524838,21.37265425,445.1521838,466.524838
0xac7729a60cf485f22575b351a49f93fdd2f85d70,-16080,-6960,934.662991,-4619.027369,934.662991,0,0,0,0
0xaec19d15f1b6b737c8f374fd90d1f19ca8fcbdeb,-69060,0,515,-0.003999,0.003999,514.996001,23.59323786,491.4027631,514.996001
0xaf1395f9dcf31abb76a2e11073cf65151d965dc3,-13860,-6960,1005.168001,-24.950278,24.950278,980.217723,44.90619314,935.3115299,980.217723
0xaf1395f9dcf31abb76a2e11073cf65151d965dc3,-69060,0,0.001337,0.006745,0,0.001337,6.13E-05,0.00802074873,0.008082
0xb045ba9ff9facbf22cc6edf87f9514b5f865c189,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0xb045ba9ff9facbf22cc6edf87f9514b5f865c189,-69060,0,0.010496,0.004722,0,0.010496,0.0004808476649,0.01473715234,0.015218
0xb0e1763c68ee72fa8d47517c8bac95c3ca8cd84b,-16320,-7440,939.255181,-6279.776138,939.255181,0,0,0,0
0xb1c8a49e5c0e35bb4d7e2050335ec286fef94811,-16080,-9960,940.332698,-7993.716398,940.332698,0,0,0,0
0xb2f2d6cac6221000a6c620b1579c74fc837b9f1b,-40080,5100,1205.065199,-392.36174,392.36174,812.703459,37.23195127,775.4715077,812.703459
0xb527e950fc7c4f581160768f48b3bfa66a7de1f0,-13620,-9180,54681.9292,-26139.61768,26139.61768,28542.31152,1307.593735,27234.71778,28542.31152
0xb53f22469e342044333e995f82fa2be70d4456fc,-69060,0,0.743132,0.000833,0,0.743132,0.03404471103,0.709920289,0.743965
0xb5f7220949635edcb7a0c149df197a748e3d2983,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
