owner,tickLower,tickUpper,netMarginDeposited pre Rewards,netMarginDeposited,realizedPnL,seized for rPnL,balance after rPnL,unrealizedPnL,seized uPnL,final rpnl settlement,upnl settlement,takeHome
0x4a3e1245d1547dabfcce2de550aa2d83ce810661,-16080,69060,1,1,-0.0000024,0.0000024,0.9999976,-0.00000495,0.00000495,0,0,0.99999265
0x122cf38cc87f3924fb08846fac90e0eeedf2b58e,-16080,69060,110,110,-0.00026529813,0.00026529813,109.9997347,-0.0005458625308,0.0005458625308,0,0,109.9991888
0x4f908a2573ea9d8c283880031f64dcaff771a2a1,-15060,-9180,0.0006,0.0006,-0.0001990678223,0.0001990678223,0.0004009321777,-0.0005274372618,0.0004009321777,0,0,0
0x976334ce735ba1c33d2f87f02d00f13bb7366edd,-15060,-11940,14,14,-16.12023125,14,0,-42.71112297,0,0,0,0
0xa65f82af8f544a8c87b2057ab24064d95196aaa1,-16080,0,1.37,1.37,-1.114165486,1.114165486,0.255834514,-4.191866179,0.255834514,0,0,0
0xa65f82af8f544a8c87b2057ab24064d95196aaa1,-23040,6960,1.4671,1.4671,-1.044649345,1.044649345,0.422450655,-4.112523118,0.422450655,0,0,0
0x6a7ae5ec1d3a3731e5a81d5bcf05298d48d91705,-16080,0,1.1,1.1,-0.1153544348,0.1153544348,0.9846455652,-0.228512861,0.228512861,0,0,0.7561327042
0xb94b150f232bfd899cd67f86a857736822bb4767,-16080,-6960,2,2,-0.6533742485,0.6533742485,1.346625752,-1.277885692,1.277885692,0,0,0.0687400595
0xa6e87a8d2c21dba2256f053b5d326573e222f150,-16080,0,1,1,-0.03057943391,0.03057943391,0.9694205661,-0.05980802141,0.05980802141,0,0,0.9096125447
0x3c198be5a9198022d3f5675958dc8cec296937b8,-16080,0,1,1,-0.07644858477,0.07644858477,0.9235514152,-0.1495200535,0.1495200535,0,0,0.7740313617
0xe6211521ef4d34adee5407af8759bd08a873c9f8,-16080,0,12,12,-0.04784402353,0.04784402353,11.95215598,-0.09188044863,0.09188044863,0,0,11.86027553
0x3e7657233eed0c918a8fcf4f2ce9e2f39df77296,-16080,0,1.5,1.5,-0.01597999938,0.01597999938,1.484020001,-0.03066144047,0.03066144047,0,0,1.45335856
0xbadf5f4edab6ec9080eb250969ca7d605335b602,-16080,0,0.031697,0.031697,-0.01597999938,0.01597999938,0.01571700062,-0.03066144047,0.01571700062,0,0,0
0x2c12708ef3e449068e9b3fdb2016122181c84aea,-13860,0,4,4,-0.06286117005,0.06286117005,3.93713883,-0.2512541882,0.2512541882,0,0,3.685884642
0x29f731573b3acbd22a7c6023d9e3cc8ec758de42,-13380,-10980,0.034907,0.032926,0.01396665351,0,0.03840504154,0.05654636409,0,0.008487611967,0.01007895536,0.05697160887
0x2897c3b3682f88ead7e26da876a0b9fdbfa003e6,-11940,-9960,2.37,2.235572,-2.93332769,2.235572,0,0.03056179993,0,0,0.005447406249,0.005447406249
0x9a8782e210bf31fb659be7ce3da039268ec6286c,-15060,-10980,5,5,-5.845948893,5,0,-14.46217744,0,0,0,0
0xfeca12b5604eaffc0ba6ca59fbced2cb500845fe,-15060,-9180,0.0557,0.0557,-0.02606246706,0.02606246706,0.02963753294,-0.06447543231,0.02963753294,0,0,0
0x5c53e14f68e56102a28c8f506812fea6c5fc1fe1,-13860,-10980,0.001044,0.001044,-0.0000598,0.0000598,0.0009842,-0.000232533211,0.000232533211,0,0,0.000751666789
0xcfb779ceae93808163df90c18c41ae7566d7faf6,-14580,-11640,0.4133,0.4133,-0.4167757911,0.4133,0,-1.155798731,0,0,0,0
0x0693788aa657d71b92c9f3face34dc8929cda645,-15240,-5880,11,11,-0.004359026246,0.004359026246,10.99564097,-0.009935823327,0.009935823327,0,0,10.98570515
0x0cc5af6c605eb4901c3af7dec7603cdb8ae010ab,-12420,-12360,11.582768,11.582768,-11.7551543,11.582768,0,0.5767494859,0,0,0.1028011688,0.1028011688
0xebf32197cfc1fcd07cb32e6fc413390ba4647f0d,-15060,-6960,0.0006,0.0006,-0.0002318001155,0.0002318001155,0.0003681998845,-0.0005247889593,0.0003681998845,0,0,0
0x64e88467687a5b3c8baa66c53cd8281a876bf376,-13860,-10980,216.113779,216.113779,61.75688551,0,240.3406664,141.3800386,0,37.52999816,25.19990667,303.0705712
0x2567f355133c3e5120083c182d05bc47c49977c9,-13860,-10980,216.053822,216.053822,61.75688551,0,240.2807094,141.3800386,0,37.52999816,25.19990667,303.0106142
0x35c82df7857016796766b30c938975bfe43f7f18,-13860,-10980,216.113844,216.113844,61.75688551,0,240.3407314,141.3800386,0,37.52999816,25.19990667,303.0706362
0x5fad31a0635e8feffad197ffd814bc8a7867dd8e,-14340,-7860,3,3,-0.2055424879,0.2055424879,2.794457512,-0.5597272727,0.5597272727,0,0,2.234730239
0x47372388fbf4bfb28810f60ed54a1d58530c92cc,-15000,0,1,1,-0.03163857557,0.03163857557,0.9683614244,-0.07105886851,0.07105886851,0,0,0.8973025559
0x79183df82d5646d0e3e6e1f836ac83e3deec481d,-13620,-12540,294.117648,294.117648,-36.17328304,36.17328304,257.944365,-135.2672099,135.2672099,0,0,122.6771551
0xff507f73b8328889309993ce051355d0175cf7fd,-13860,-10980,239.493786,239.493786,69.18199248,0,266.6335021,159.2998964,0,42.0422764,28.39398377,337.0697622
0x02c5c40425610293b93e2cafaa521ea1e93a6b5e,-23040,6960,27.5168,25.361482,-187.2050278,25.361482,0,-0.0005582156923,0,0,0,0
0x36b5b946f17095c9237992de4624bf10ca377bde,-13860,-10980,0.011534,0.011534,-0.001286984701,0.001286984701,0.0102470153,-0.003976177029,0.003976177029,0,0,0.00627083827
0x86f33a4b3885911385dfe924a30a2a5b32b2a08a,-13860,-10980,164.527962,164.527962,48.04931317,0,183.3774439,111.2911177,0,29.19983124,19.83678747,232.4140626
0x1a5e8e18104c2d93baaec5d73383bfaa154e18fd,-13860,-10980,164.574387,164.574387,48.04931317,0,183.4238689,111.2911177,0,29.19983124,19.83678747,232.4604876
0x3aa485a6088b4eac3ca8b4e0bb56295068a9f432,-13860,-10980,164.574437,164.574437,48.04931317,0,183.4239189,111.2911177,0,29.19983124,19.83678747,232.4605376
0x7bfc6c04c1f0fc479e955be59fff714702642033,-13860,-10980,164.574337,164.574337,48.04931317,0,183.4238189,111.2911177,0,29.19983124,19.83678747,232.4604376
0xff88dba92416d7aeb543dc17af95da7ce46b1381,-16080,0,1.7881,1.7881,-0.8203054492,0.8203054492,0.9677945508,-1.239537923,0.9677945508,0,0,0
0x32b0e32f438ab35ce837cda72e118d2c691f4af5,-16080,-6960,0.000001,0.000001,-4.53E-10,4.53E-10,0.000000999547,-6.85E-10,6.85E-10,0,0,0.000000998862
0x7748b564fe27c7d66ee9830458680900a03b6f11,-16080,0,0.290698,0.290698,-0.07051830537,0.07051830537,0.2201796946,-0.1051714558,0.1051714558,0,0,0.1150082388
0xcef669cb2ad051c02b3969e885412b4d46f3da21,-16080,-6960,0.000001,0.000001,-4.68E-10,4.68E-10,0.000000999532,-6.97E-10,6.97E-10,0,0,0.000000998835
0x6af9ec87556dcd0ea76b4e7abc2a1c6a0ed2537c,-16080,0,0.0001,0.0001,-0.0000285,0.0000285,0.0000715,-0.0000423,0.0000423,0,0,0.0000292
0x4720f4c8af4a8d95afca45f9f2377eff6ba875ca,-16080,6960,0.578035,0.578035,-0.1631336462,0.1631336462,0.4149013538,-0.241877167,0.241877167,0,0,0.1730241868
0x4c894300dace47361f6d8c084f7295a2c26e094d,-16080,7020,10,10,-1.629692011,1.629692011,8.370307989,-2.412913904,2.412913904,0,0,5.957394085
0x7607b0a0e89120ada6ecab8dd9783ac1900aaa9c,-13860,-6960,15,15,-0.5848856942,0.5848856942,14.41511431,-1.935847234,1.935847234,0,0,12.47926707
0x3a8713065e4daa9603b91ef35d6a8336ef7b26c6,-13860,-12480,23.800025,23.800025,-23.19359854,23.19359854,0.60642646,1.156679805,0,0,0.2061692967,0.8125957567
0x23116cbc20ce5e44ae0ba5b591e14f9773982882,-12540,-11340,0.010144,0.009363,0.006345082401,0,0.01185214101,0.02406757168,0,0.003855941388,0.004289859913,0.01999794231
0x6b0a64b43e6e390eb23de2354dee9e11dffeaa2d,-16080,0,0.1,0.1,-0.03388240473,0.03388240473,0.06611759527,-0.04889643959,0.04889643959,0,0,0.01722115568
0xad9498f38c9235cac9a3ee9452eef7ded9cf6db1,-16080,0,0.1,0.1,-0.03388240473,0.03388240473,0.06611759527,-0.04889643959,0.04889643959,0,0,0.01722115568
0x4cd6aef6b78edb2658f471c09309e5bd86c95219,-16080,0,0.1,0.1,-0.03388240473,0.03388240473,0.06611759527,-0.04889643959,0.04889643959,0,0,0.01722115568
0x549c5fc0bc5bafa07515215e0ec8517bc845480b,-23040,6960,-0.1986,-0.212507,-0.6872402245,-0.212507,0,-0.004294513005,0,0,0,0
0x549c5fc0bc5bafa07515215e0ec8517bc845480b,-16080,9180,0.3,0.3,0.0002897572123,0,0.3001136702,0.0009356232731,0,0.0001760870477,0.0001667676667,0.3004565249
0xf4ae277cf9ed58f13a27024ca9a11331b0690226,-69060,0,3.519663,3.519663,-0.01359532419,0.01359532419,3.506067676,-0.0324262228,0.0324262228,0,0,3.473641453
0x549c5fc0bc5bafa07515215e0ec8517bc845480b,-16080,0,1.530441,1.530441,0.406919029,0,1.690073102,1.479117505,0,0.2472869265,0.2636413418,2.201001371
0xcc09e49ce718128e62791938fdf3af436e11a36e,-69060,0,1.985924,1.985924,0.3708769059,0,2.131416975,1.428376117,0,0.2253839306,0.2545970788,2.611397985
0x272aa33f9f3fa01e81a7be8d55130191d19107b8,-12300,-10980,0.013006,0.012268,0.005987895751,0,0.01461701865,0.02312671229,0,0.003638877101,0.004122158948,0.0223780547
0x26fdc242eccc144971e558ff458a4ec21b75d4e8,-10620,-8760,114.0006,99.974938,-159.5930699,99.974938,0,0.02160121499,0,0,0.003850250764,0.003850250764
0x268c824be6856348a0c8a57f3f14573e16057fdd,-13140,-10980,0.03162,0.029822,0.01448479047,0,0.03550430383,0.05602061763,0,0.008802486641,0.009985245086,0.05429203556
0x24878dc8aedeaf05c7097bbfe65a97c2fc13d15e,-12660,-11340,0.000579,0.000546,0.0002686535588,0,0.0006513913171,0.001035682349,0,0.0001632622417,0.000184602429,0.0009992559878
0x247b0021acf9fe9ddf5edf1fcfc82482536a5dad,-10860,-9540,0.25,0.215314,-0.3555508731,0.215314,0,0.0002180182691,0,0,3.89E-05,3.89E-05
0x24621aa4dde07f04c57146d83468969010b7489e,-10980,-8760,107.22175,93.65022,-153.5899759,93.65022,0,0.01830344427,0,0,0.003262448446,0.003262448446
0x3d3233156c7a58986f05b3f4c8c539c72502b107,-13860,-10980,1,1,-0.002153970611,0.002153970611,0.9978460294,-0.006464202756,0.006464202756,0,0,0.9913818266
0xd925cbbc53f8d70a05eba2f7abf4eb35d95f5180,-13860,-10980,1,1,-0.2153970509,0.2153970509,0.7846029491,-0.6464202802,0.6464202802,0,0,0.1381826689
0x1af54ea46a82a350053e7594bef6bead933a9221,-13860,-10980,5,5,-1.126500908,1.126500908,3.873499092,-3.357402791,3.357402791,0,0,0.516096301
0x428053a28207493669c549701e908e71d98a3f07,-69060,0,4.178582,4.178582,-0.02133039703,0.02133039703,4.157251603,-0.06584270098,0.06584270098,0,0,4.091408902
0x7c4733797923fa500702be6521da5c5bad4dfff1,-13860,-10980,369.321662,369.321662,113.246449,0,413.7476226,270.6467784,0,68.82048839,48.2407108,530.8088218
0xd07945e30e2b00cd0a0b84253e086f1b0e07b0b7,-14340,-5880,2,2,-0.3790299243,0.3790299243,1.620970076,-0.8601350641,0.8601350641,0,0,0.7608350116
0x8e0439c0a49ab4cec1b0aa7fbad4d83ac84393f1,-14340,-10980,0.5494,0.5494,-0.1095053275,0.1095053275,0.4398946725,-0.2481545683,0.2481545683,0,0,0.1917401042
0x7a291f76f85bb08e088d4674c89648685f39f643,-13860,-10980,1005,1005,-134.0153313,134.0153313,870.9846687,-385.8160467,385.8160467,0,0,485.168622
0x2c51b337eba6e1c55755e34243af9d97a0ea6b98,-13860,-6960,15,15,-1.499140658,1.499140658,13.50085934,-4.31437189,4.31437189,0,0,9.186487452
0x4a8921c1a924cc3f76763d43891606b4aad5637e,-13860,-10980,0.154321,0.154321,-0.06646119755,0.06646119755,0.08785980245,-0.191268608,0.08785980245,0,0,0
0x2905e2e70ae2ad6848634422c854e81c2ba1ddcf,-13860,-10980,0.0061,0.0061,-0.002663144184,0.002663144184,0.003436855816,-0.00766157081,0.003436855816,0,0,0
0x3f5bb8df61f22b637a6cdcc00d8ea5bc8c286991,-13860,-10980,0.0061,0.0061,-0.002663144184,0.002663144184,0.003436855816,-0.00766157081,0.003436855816,0,0,0
0xe22647c7596c3459154039cfa37cf539c5ca57ef,-13860,-10980,0.5,0.5,-0.0005326288764,0.0005326288764,0.4994673711,-0.001532314115,0.001532314115,0,0,0.497935057
0x6cf0886d4e177edd4c1a508d98080b32fb443d6e,-13860,-6960,0.2874,0.2874,-0.0460863709,0.0460863709,0.2413136291,-0.1320012696,0.1320012696,0,0,0.1093123595
0x972de361f2abcfe4c0ecd4de1924d4eb9f18be02,-13860,-10980,0.0575,0.0575,-0.02724189828,0.02724189828,0.03025810172,-0.07802665061,0.03025810172,0,0,0
0x417dfbda9573513ba0bb137d1e85853b6afbb461,-13860,-10980,0.0006,0.0006,-0.0002724226175,0.0002724226175,0.0003275773825,-0.0007802664463,0.0003275773825,0,0,0
0xa6c2a21d69732b86ca1d49ad6a968ddb8347dad1,-13860,-9180,0.0738,0.0738,-0.01616396631,0.01616396631,0.05763603369,-0.04629707295,0.04629707295,0,0,0.01133896074
0xd7bddad38b32fd473a14718e0528c9a3ce55e875,-13860,-10980,0.624,0.624,-0.2999198896,0.2999198896,0.3240801104,-0.8588914836,0.3240801104,0,0,0
0x6ae022886fdb0c83b5cf767e3839101f043d56e2,-13860,23040,0.135,0.135,-0.003966584286,0.003966584286,0.1310334157,-0.0113573465,0.0113573465,0,0,0.1196760692
0xa2ccd8d88339166f4009a45616524aa4875fa8b8,-13860,-12000,1,1,-0.00438904917,0.00438904917,0.9956109508,-0.0125382895,0.0125382895,0,0,0.9830726613
0xdb99199134aeda2451304c1c7a8c0a9f4ca28eb7,-13860,-10980,0.12,0.12,-0.05678370235,0.05678370235,0.06321629765,-0.1618254996,0.06321629765,0,0,0
0x64dcdaec72eead0ea39cdeaabfb8b62c4c7a34d9,-13860,-9420,0.1,0.1,-0.01742948754,0.01742948754,0.08257051246,-0.04967153229,0.04967153229,0,0,0.03289898017
0xd9268566b3974457b832e5d54c57a6a1086ce28c,-13860,-10980,0.1,0.1,-0.02797226066,0.02797226066,0.07202773934,-0.07971699487,0.07202773934,0,0,0
0xa2ccd8d88339166f4009a45616524aa4875fa8b8,-13860,-10980,0.5,0.5,-0.0279722778,0.0279722778,0.4720277222,-0.07971699487,0.07971699487,0,0,0.3923107273
0x044dd0feff31ed8830634e3878e6d6e353eb72fb,-13860,-11940,1.1,1.1,-0.04772795653,0.04772795653,1.052272043,-0.1360179081,0.1360179081,0,0,0.9162541354
0xb760bd106f186417a980757005df91644ec8b7a1,-13860,-10980,0.1,0.1,-0.02797226743,0.02797226743,0.07202773257,-0.07971699487,0.07202773257,0,0,0
0x2eeaa7534aa31545e98319ed72827da53264775f,-13860,-6960,0.18,0.18,-0.03154799167,0.03154799167,0.1484520083,-0.08990726847,0.08990726847,0,0,0.05854473986
0xfd25e21daed177bf4276812776f30b6d096d54ed,-13860,-10980,0.5219,0.5219,-0.279722874,0.279722874,0.242177126,-0.7971699489,0.242177126,0,0,0
0x9ccc57304bef72bb21bae072f8a0234be519d7ac,-14160,-6600,2,2,-0.4195959604,0.4195959604,1.58040404,-0.9398175616,0.9398175616,0,0,0.640586478
0xb5bee2f14381134230663c44c966e8fb11a33e6d,-13620,-10980,0.1,0.1,-0.03516817085,0.03516817085,0.06483182915,-0.09762824649,0.06483182915,0,0,0
0x5d2455c73c53d866b59ef3f049679bf9cdda31db,-14100,-960,0.0614,0.0614,-0.0165508718,0.0165508718,0.0448491282,-0.03615747205,0.03615747205,0,0,0.00869165615
0x79183df82d5646d0e3e6e1f836ac83e3deec481d,-13080,-12540,119.04762,119.04762,-9.121935983,9.121935983,109.925684,-28.70882769,28.70882769,0,0,81.21685633
0xfeca12b5604eaffc0ba6ca59fbced2cb500845fe,-13860,-6960,0.129327,0.129327,-0.03005638407,0.03005638407,0.09927061593,-0.07854147557,0.07854147557,0,0,0.02072914036
0xf9ecb014772d60e5ab380582f76a16d7195a0be1,-13860,-6960,0.0644,0.0644,-0.01502819204,0.01502819204,0.04937180796,-0.03927073779,0.03927073779,0,0,0.01010107017
0xe0ee9a1bbeb766e1eb3bad47b2f776288fa12275,-13860,-10980,18.7038,18.7038,-19.78940501,18.7038,0,-51.71244375,0,0,0,0
0xe0ee9a1bbeb766e1eb3bad47b2f776288fa12275,-13860,-6960,10,10,-1.785527768,1.785527768,8.214472232,-4.665830236,4.665830236,0,0,3.548641996
0x2bb4fbbf3b15dfa9b9f2767f86977d2569e2e019,-13860,-6960,10,10,-2.231910971,2.231910971,7.768089029,-5.832287794,5.832287794,0,0,1.935801235
0x2bb4fbbf3b15dfa9b9f2767f86977d2569e2e019,-13860,-10980,15,15,-7.915766478,7.915766478,7.084233522,-20.6849775,7.084233522,0,0,0
0xceee5b2f896ac8b0c6b97ff48a3f0a2d364d9950,-13860,-10980,120,120,-114.7785011,114.7785011,5.2214989,-299.9321737,5.2214989,0,0,0
0x1cb007f602f875b08f42e6a7869dab17d47e40cf,-13860,0,5,5,-0.9198049261,0.9198049261,4.080195074,-2.403575731,2.403575731,0,0,1.676619343
0xc3bb4219cca2be0901f8d796fe679e90349a5cc4,-13860,-10320,5,5,-0.316588309,0.316588309,4.683411691,-0.8272889008,0.8272889008,0,0,3.85612279
0x81d729378a5ab9f6de4873d3147a49d668b521ec,-13860,-4080,5,5,-1.069188343,1.069188343,3.930811657,-2.793935866,2.793935866,0,0,1.136875791
0x1cb007f602f875b08f42e6a7869dab17d47e40cf,-13860,-6960,6.2,6.2,-1.487940647,1.487940647,4.712059353,-3.888191863,3.888191863,0,0,0.82386749
0x81d729378a5ab9f6de4873d3147a49d668b521ec,-13860,-6960,10,10,-2.236937802,2.236937802,7.763062198,-5.841826161,5.841826161,0,0,1.921236037
0xf738e1a09f6085c16ebf09caa92178895518e8d1,-17400,-960,1.243698,0.598288,-19.67485185,0.598288,0,-0.004266814033,0,0,0,0
0x6501630bde825811eae88128da0f03e107d532c0,-23040,23040,1.0266,1.0266,0.480810945,0,1.215219496,0.8099662739,0,0.2921914493,0.1443702711,1.651781216
0x33f5b2dc4b44dafb61e26427214b3a6eecdfcfa3,-13380,-11940,1,1,-0.0008729477119,0.0008729477119,0.9991270523,-0.002370212724,0.002370212724,0,0,0.9967568396
0xf29bdcc16c0181edc49a7efc6b8d3b5081f5f8ce,-13860,-10980,31,31,-0.01664852755,0.01664852755,30.98335147,-0.04119294635,0.04119294635,0,0,30.94215853
0x417dfbda9573513ba0bb137d1e85853b6afbb461,-13380,-11340,0.5,0.5,-0.03119293925,0.03119293925,0.4688070608,-0.08438989211,0.08438989211,0,0,0.3844171686
0x448588d0441f132c5ff677fc7fc459a91c0484dc,-13380,-10980,0.3,0.3,-0.0002712609882,0.0002712609882,0.299728739,-0.000730934353,0.000730934353,0,0,0.2989978047
0xf091b2c2c627a32620d4889e0a29cfafa335c9cf,-13560,-11820,0.064,0.064,-0.00547785848,0.00547785848,0.05852214152,-0.01415463524,0.01415463524,0,0,0.04436750628
0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,-13620,-10920,0.00169,0.00169,-0.0003940904574,0.0003940904574,0.001295909543,-0.001001932438,0.001001932438,0,0,0.0002939771046
0x22e2b3c06fa7f70916c6a1cee3d900323c0331fd,-13860,-6960,2,2,-0.4144574973,0.4144574973,1.585542503,-0.9791946722,0.9791946722,0,0,0.6063478305
0xb92bdd62b57ba56f0edc6e2e57dc0626bc5d1a37,-13860,-10980,1050,1050,-286.9063712,286.9063712,763.0936288,-677.5065945,677.5065945,0,0,85.5870343
0x8df4cff02c1c1a4c8824235ff887dd61ee13293a,-13860,-10980,1030,1030,-303.4586385,303.4586385,726.5413615,-716.5935134,716.5935134,0,0,9.9478481
0x27c60978641da3008afe57c423cd624a21252057,-13860,-6960,4.444,4.444,-1.152707571,1.152707571,3.291292429,-2.722140779,2.722140779,0,0,0.56915165
0xfd25e21daed177bf4276812776f30b6d096d54ed,-13080,-12540,0.0019,0.0019,-0.001445339241,0.001445339241,0.000454660759,-0.004269800583,0.000454660759,0,0,0
0xcde3725b25d6d9bc78cf0941cc15fd9710c764b9,-13860,-6960,50,50,-0.1038483733,0.1038483733,49.89615163,-0.2451264416,0.2451264416,0,0,49.65102519
0x159a9b6201bc6c0ab9565356024bdd9b4159db93,-13860,-10980,1030,1030,-303.8573552,303.8573552,726.1426448,-717.2329222,717.2329222,0,0,8.9097226
0xf9f37fea3f94b92d8ae97dc1355eaa523d2ce6ee,-13860,-6960,100,100,-10.3966014,10.3966014,89.6033986,-24.5345015,24.5345015,0,0,65.0688971
0xcb3dee186de415519edb6004b564d933680e8904,-13860,-6960,2,2,-0.415864056,0.415864056,1.584135944,-0.9813800599,0.9813800599,0,0,0.6027558841
0x88d11f887870ab035ab596be68a26deb6b7163e9,-13860,-6960,2,2,-0.415864056,0.415864056,1.584135944,-0.9813800599,0.9813800599,0,0,0.6027558841
0x144e16c0414ed5cd35fb984a20f51015c82ec35c,-13860,1080,10,10,-0.07713164102,0.07713164102,9.922868359,-0.1820197091,0.1820197091,0,0,9.74084865
0xebf32197cfc1fcd07cb32e6fc413390ba4647f0d,-13860,-10980,0.0006,0.0006,-0.0005553795985,0.0005553795985,0.0000446204015,-0.001308712407,0.0000446204015,0,0,0
0xebf32197cfc1fcd07cb32e6fc413390ba4647f0d,-13860,-9180,0.0006,0.0006,-0.0003262715046,0.0003262715046,0.0002737284954,-0.0007688355268,0.0002737284954,0,0,0
0x4d13bf8e869e7c626acf0d2b1609d30cfbbdfbc2,-13860,-5280,0.030675,0.030675,-0.008049638256,0.008049638256,0.02262536174,-0.01895211132,0.01895211132,0,0,0.003673250424
0xbc3055513bb7daf087e518a57142fec8d69b3dc7,-13860,-9180,0.55,0.55,-0.01799230043,0.01799230043,0.5320076996,-0.04236116827,0.04236116827,0,0,0.4896465313
0xace0f3f678200b133c85e83479ad7396777e3fd0,-13860,-10980,200,200,-167.278839,167.278839,32.721161,-393.661374,32.721161,0,0,0
0xd64033b5bea13493b616c3ae7ad1b1d664a799a9,-13860,-10320,104.3,104.3,-44.63159362,44.63159362,59.66840638,-105.0089571,59.66840638,0,0,0
0x42f1c1e19a17a30d6205b2b3b212404b825e53db,-13860,0,2.2176,2.2176,-0.4816842522,0.4816842522,1.735915748,-1.128302403,1.128302403,0,0,0.6076133448
0x47372388fbf4bfb28810f60ed54a1d58530c92cc,-13860,0,1,1,-0.08756301764,0.08756301764,0.9124369824,-0.2051085989,0.2051085989,0,0,0.7073283835
0x006970fd32059734e586a323b13fc1ce625f296b,-13860,0,0.01,0.01,-0.0000876,0.0000876,0.0099124,-0.0002051085215,0.0002051085215,0,0,0.009707291479
0x310983148bea9596b41c78203a89bbd1f4807e01,-13860,0,0.992367,0.992367,-0.1140732288,0.1140732288,0.8782937712,-0.266993769,0.266993769,0,0,0.6113000022
0xde4c7ede21d1a57e0c6aa1815d47c5a5ea789a76,-13860,-6960,0.0104,0.0104,-0.002343777146,0.002343777146,0.008056222854,-0.005484319724,0.005484319724,0,0,0.00257190313
0x98a017e25b1014691421fbfa11dfb7e51ca9ad40,-13860,-6960,0.0189,0.0189,-0.004261412993,0.004261412993,0.01463858701,-0.009971490408,0.009971490408,0,0,0.004667096599
0x997b86481ea10a414ac34acbcf1e3030274a618d,-13860,-6960,7649,7649,-2134.893906,2134.893906,5514.106094,-4991.894113,4991.894113,0,0,522.211981
0x05fca3f7ec0cee9925c1ecabfedf182d2dc02359,-13860,-6960,1100,1100,-235.5244133,235.5244133,864.4755867,-550.1222519,550.1222519,0,0,314.3533348
0xd2a62e0b9296578f8990aad0a9b09646f140fe9d,-13860,-9180,1030,1030,-200.7368063,200.7368063,829.2631937,-468.9044382,468.9044382,0,0,360.3587555
0xc0629e6e8598911a62afc2cbdb9395bac9c17bf6,-13860,-11160,14,14,-3.053703229,3.053703229,10.94629677,-7.130712734,7.130712734,0,0,3.815584037
0xf8f6b70a36f4398f0853a311dc6699aba8333cc1,-13860,-6960,1,1,-0.001928803676,0.001928803676,0.9980711963,-0.004503849242,0.004503849242,0,0,0.9935673471
0x4590f39ad5d60cc968af3f4db6008b05365b5890,-13860,69060,112,112,-0.0001591343375,0.0001591343375,111.9998409,-0.0003715027575,0.0003715027575,0,0,111.9994694
0x7ffe7dc1d0f21822fb634fa5afe84d848a0699a7,-13860,-6960,1001,1001,-150.1100397,150.1100397,850.8899603,-350.4353275,350.4353275,0,0,500.4546328
0x1a0e691e6db833ba927c0fda9a9b193bc4bd89dc,-13860,-10980,3,3,-0.6291254956,0.6291254956,2.370874504,-1.467167364,1.467167364,0,0,0.9037071404
0x141711dd6fe5439d6445f402d00ae5f38e13b543,-13860,-6960,507,507,-109.8843238,109.8843238,397.1156762,-256.2583904,256.2583904,0,0,140.8572858
0x2cf785d9b87327181463c94105de2e8aa8ab2745,-13860,-10980,20,20,-5.719322687,5.719322687,14.28067731,-13.33788512,13.33788512,0,0,0.942792193
0x5c53e14f68e56102a28c8f506812fea6c5fc1fe1,-13860,-6960,0.0011,0.0011,-0.000216203284,0.000216203284,0.000883796716,-0.0005031879064,0.0005031879064,0,0,0.0003806088096
0x5720d6166f09f6497051e13baec3adb7b7608a2f,-13860,0,0.9375,0.9375,-0.1981208267,0.1981208267,0.7393791733,-0.460980879,0.460980879,0,0,0.2783982943
0x910d8297785620c2c5a770229def8d68357e2000,-13860,6960,0.45,0.45,-0.04879374237,0.04879374237,0.4012062576,-0.1134064205,0.1134064205,0,0,0.2877998371
0xe5aeb815b25a0964559c5a7144757deba0aa1677,-13860,-6960,11.279754,11.279754,-2.409689202,2.409689202,8.870064798,-5.599440631,5.599440631,0,0,3.270624167
0x2637652ac58addfb67b401a1befb5f48b967574d,-13860,-10980,5.45533,5.45533,-3.467679388,3.467679388,1.987650612,-8.055380827,1.987650612,0,0,0
0x0aeb356d06c3100430c83420b3ed096e724cc904,-13860,-9180,0.1129,0.1129,-0.04199503678,0.04199503678,0.07090496322,-0.09735142165,0.07090496322,0,0,0
0xfcb675b698898955218b272fea96945ab5d5cd5c,-13860,-10980,0.000926,0.000926,-0.0005811707544,0.0005811707544,0.0003448292456,-0.001347249272,0.0003448292456,0,0,0
0x5d949c4c2583ab7d97e4f21f2be6bf3d9d27eba0,-13860,-9180,0.001,0.001,-0.0003414231552,0.0003414231552,0.0006585768448,-0.0007914749626,0.0006585768448,0,0,0
0x996a0a3c4d041ced36c59933c044d0b09024c6d2,-13860,-10980,0.06,0.06,-0.01975980714,0.01975980714,0.04024019286,-0.04580647868,0.04024019286,0,0,0
0x417cc8ac6d59cd723ca5d3c6cd96e6b6a7dbaaa8,-13860,-10980,0.1,0.1,-0.05815754822,0.05815754822,0.04184245178,-0.1347835405,0.04184245178,0,0,0
0x4fe5a0af02ba062ce0692f3ed54bebcc3bd755fc,-13860,-6960,0.001011,0.001011,-0.0002187919618,0.0002187919618,0.0007922080382,-0.0005069303516,0.0005069303516,0,0,0.0002852776866
0xbc1df8dcab7acf0ecc4acb5612a80d575ca46772,-13860,-9180,0.001,0.001,-0.0003418992176,0.0003418992176,0.0006581007824,-0.0007921635563,0.0006581007824,0,0,0
