owner,tickLower,tickUpper,netMarginDeposited pre Rewards,netMarginDeposited,realizedPnL,seized for rPnL,balance after rPnL,unrealizedPnL,seized uPnL,final rpnl settlement,upnl settlement,takeHome
0x05176e456d5378c61346f31daedf13639d4fd197,-10980,-6960,1.54,1.54,0,0,1.54,0,0,0,0,1.54
0x9e7ea1a3fcc8d0abcb0c37e55d7a449129202170,-10980,-6960,1.54,1.54,0,0,1.54,0,0,0,0,1.54
0xcbe3b686c1c8037892211b37f51d1d04d1bebb51,-10980,-6960,1101.5288,1101.5288,0,0,1101.5288,0,0,0,0,1101.5288
0x09692ef8f20baf546b3a413a3d1b483616b72446,-10980,-6960,1.5285,1.5285,0,0,1.5285,0,0,0,0,1.5285
0x10b2a08de4099bf1648832ca513f2fdf0c180b05,-10980,-6960,1.5281,1.5281,0,0,1.5281,0,0,0,0,1.5281
0xd981cf5286c1826750e98da7d42ebf8a5063eae9,-10980,-6960,1.5281,1.5281,0,0,1.5281,0,0,0,0,1.5281
0xbf923438a135a99712d4c4b3db413a0817a90f99,-10980,-6960,1.571,1.571,0,0,1.571,0,0,0,0,1.571
0x7822164ac9cb76953af2c4e6405accbab0503f60,-10980,-6960,5.517792,5.517792,0,0,5.517792,0,0,0,0,5.517792
0xa663473951a57fe34c0a8f4e3d869a29593cf5bc,-10980,-6960,1.527,1.527,0,0,1.527,0,0,0,0,1.527
0x803f859ce7874994fe9e94189202ef38e3c6e1af,-10980,-6960,1.5269,1.5269,0,0,1.5269,0,0,0,0,1.5269
0x054a297e80c85aaffef0052526127a2ce6550a2b,-10980,-6960,1.5259,1.5259,0,0,1.5259,0,0,0,0,1.5259
0x862a45a42be7069ee7b82df21c182570fef8b95e,-10980,-6960,1.525,1.525,0,0,1.525,0,0,0,0,1.525
0xe8cccf60142ce8fb6e98e8cdfc77201cdc6e5345,-10980,-6960,1.57087,1.57087,0,0,1.57087,0,0,0,0,1.57087
0x4b12cab510077bd8cfcfc4e0fb2b746fdbdf4f3f,-10980,-6960,1.52452,1.52452,0,0,1.52452,0,0,0,0,1.52452
0x892cd5104290eb0747c9e206baffd74eebd9db26,-10980,-6960,1.539368,1.539368,0,0,1.539368,0,0,0,0,1.539368
0xc52ae80e3f4719c94e65d8d21a3ebb51d8fd9513,-10980,-6960,1.5245,1.5245,0,0,1.5245,0,0,0,0,1.5245
0x79543675186070f3cc18a3ba6cae883ca495e153,-10980,-6960,1.5228,1.5228,0,0,1.5228,0,0,0,0,1.5228
0xecadb4cabf72969ddb3cc48df73c871207078c60,-10980,-6960,1.52241,1.52241,0,0,1.52241,0,0,0,0,1.52241
0x5535c48511faa34bc3666f385b9b3ab93a65f845,-10980,-6960,1.52229,1.52229,0,0,1.52229,0,0,0,0,1.52229
0xaf763e9a8cff6d03aece7e6d3f0f740c4e975c56,-10980,-6960,1.5222,1.5222,0,0,1.5222,0,0,0,0,1.5222
0x73e28ca09ba56a64a2443470841bee1866c39149,-10980,-6960,1.5221,1.5221,0,0,1.5221,0,0,0,0,1.5221
0x0e3cf893fc0eec73565117911e11c15c8d4c6400,-10980,-6960,1.5216,1.5216,0,0,1.5216,0,0,0,0,1.5216
0xf165a9793a270c1347badf883f48c36cb5e2310e,-10980,-6960,4.236912,4.236912,0,0,4.236912,0,0,0,0,4.236912
0x3383820dfc906cc59b989ff7e87e68f0aca78c77,-10980,-6960,1.5214,1.5214,0,0,1.5214,0,0,0,0,1.5214
0x6db0d70c52b38fe480a37611718ed4a8b9e43f00,-10980,-6960,1.5212,1.5212,0,0,1.5212,0,0,0,0,1.5212
0xe4b761cbbdcb1aa9de6b1f763c78e64309490563,-10980,-6960,76.103501,76.103501,0,0,76.103501,0,0,0,0,76.103501
0x15458262bde06b3dd3bbd4d2629b6635dcffb91a,-10980,-6960,1.521,1.521,0,0,1.521,0,0,0,0,1.521
0xb5283d88e6ad7e429bdb2312b5d8f3c5e889360b,-10980,-6960,1.521,1.521,0,0,1.521,0,0,0,0,1.521
0x3845e081ba31da2650fe7f19bed7d53c0dc10f8d,-10980,-6960,76.103501,76.103501,0,0,76.103501,0,0,0,0,76.103501
0x0cfda3aed4783a453e8915a7b3578738be3ba5cd,-10980,-6960,3.023758,3.023758,0,0,3.023758,0,0,0,0,3.023758
0xb396117502fd476a7eceecbafac790fe543bc62a,-10980,-6960,1.5187,1.5187,0,0,1.5187,0,0,0,0,1.5187
0xebe01d1898b97644cacc9cf7913291515a5ae968,-10980,-6960,1.5184,1.5184,0,0,1.5184,0,0,0,0,1.5184
0xa505f162ced13609a7dd09130bac644619dde12e,-10980,-6960,4.534667,4.534667,0,0,4.534667,0,0,0,0,4.534667
0x78ba5457fc91d4718948be347c544ae307a0a46a,-10980,-6960,354.34008,354.34008,0,0,354.34008,0,0,0,0,354.34008
0x966682e3678f4d7335fe707d1b506747e25dcb53,-10980,6960,0.5,0.5,0,0,0.5,0,0,0,0,0.5
0x3473e840be46eb4c636b18cd1fb5744c4b39fac8,-10980,-6960,1.5139,1.5139,0,0,1.5139,0,0,0,0,1.5139
0x625eeae2855202c005c6967045d9aefb10d4eb51,-10980,-6960,2.967061,2.967061,0,0,2.967061,0,0,0,0,2.967061
0xf7248c4b23204f5ff0efd04037cd189ce6dc6e6d,-10980,-6960,3.5124,3.5124,0,0,3.5124,0,0,0,0,3.5124
0xcc09e49ce718128e62791938fdf3af436e11a36e,-10980,-6960,145.841638,145.841638,0,0,145.841638,0,0,0,0,145.841638
0xbb4809d5b306d3c49f20064075a6b41843de7d6b,-10980,-6960,1.52,1.52,0,0,1.52,0,0,0,0,1.52
0xc9270293c0674ded63eec2150c975d5db786fdc2,-10980,-6960,5.545456,5.545456,0,0,5.545456,0,0,0,0,5.545456
0x1466f5596c439142b6f39723eed27c117a97f8ed,-10980,-6960,503,503,0,0,503,0,0,0,0,503
0x1c52ca99185c6572967e79343da78407ab81c972,-10980,0,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x22690daa2ebf5e0c6352597f0ac279928b31b44a,-10980,0,0.05,0.05,0,0,0.05,0,0,0,0,0.05
0x72a5b7fc75dc27f9da2748373b07a883896411f3,-10980,0,0.03,0.03,0,0,0.03,0,0,0,0,0.03
0x01d9ae405e47160aac55c627a63d9a4a8ffce779,-10980,0,0.001,0.001,0,0,0.001,0,0,0,0,0.001
0x2b3dd0fbed330812de414fb00762d7110ba5670f,-10980,23040,0.005,0.005,0,0,0.005,0,0,0,0,0.005
0xe906b031daa3d55df74905155077d844b2357bef,-10980,0,0.05,0.05,0,0,0.05,0,0,0,0,0.05
0x946d1dfca848a5e5761abeef51a0e72f55f8785b,-10980,0,0.005,0.005,0,0,0.005,0,0,0,0,0.005
0xd4aa6a2e1d969639432e25ac6d308e9f2694259b,-10980,0,0.03,0.03,0,0,0.03,0,0,0,0,0.03
0x646a6a26cd3702182a476437cb5b07ad1a55a066,-10980,-6960,1.515152,1.515152,0,0,1.515152,0,0,0,0,1.515152
0xa374cb8d2398edcddd7c2ecdd9cd2b4865c698e3,-10980,0,1005,1005,0,0,1005,0,0,0,0,1005
0x42f1c1e19a17a30d6205b2b3b212404b825e53db,-10980,0,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xa3b4fdf5031dfa4253b50339fcf5057d179970bd,-10980,-6960,0.0071,0.0071,0,0,0.0071,0,0,0,0,0.0071
0x5489684f1049836a986ec934c2b4ea7e77aeca4b,-10980,-6960,0.0142,0.0142,0,0,0.0142,0,0,0,0,0.0142
0x64f3e80c716cdcfdb886dff97f326d1a7501ff59,-10980,-6960,0.0071,0.0071,0,0,0.0071,0,0,0,0,0.0071
0x1a555f4c36dabbdaa9baa42fb0ff249e0b59ce15,-10980,-6960,0.0142,0.0142,0,0,0.0142,0,0,0,0,0.0142
0xae8e6edd4edbaa089617fd9e73ac7b76887b2720,-10980,-6960,0.0283,0.0283,0,0,0.0283,0,0,0,0,0.0283
0x98d28fff0a6387454b0fd8c63f563979d8647292,-10980,-6960,0.0424,0.0424,0,0,0.0424,0,0,0,0,0.0424
0x98823666eeb874d37d38d71a462f2bd064b4a2e7,-10980,-6960,0.0142,0.0142,0,0,0.0142,0,0,0,0,0.0142
0xc06d528207d6d4696cec2f236af649ff35ef3c36,-10980,-6960,0.0424,0.0424,0,0,0.0424,0,0,0,0,0.0424
0x592b2f1bbb93068f266fe23a11706dc6a2e3df63,-10980,-6960,0.0071,0.0071,0,0,0.0071,0,0,0,0,0.0071
0x3acc7e94824f0dd34e3a46697f66050bfc58a219,-10980,-6960,0.0142,0.0142,0,0,0.0142,0,0,0,0,0.0142
0x526bc8cd1c692ccaa9380e0cec397b41f6e49096,-10980,-6960,0.0212,0.0212,0,0,0.0212,0,0,0,0,0.0212
0xc16ddfa4528543208cde5909143727428b735772,-10980,-6960,0.0282,0.0282,0,0,0.0282,0,0,0,0,0.0282
0x5ac2e11b506f658763aa3d2e01c9c6a171a229d7,-10980,-6960,0.0141,0.0141,0,0,0.0141,0,0,0,0,0.0141
0x0b5c8119dd9210e2ef6e0d5321d42ecdd9528e2a,-10980,-6960,0.0141,0.0141,0,0,0.0141,0,0,0,0,0.0141
0xc308d79b34a05162d6f0c1b651e555d59ca95567,-10980,-6960,0.0071,0.0071,0,0,0.0071,0,0,0,0,0.0071
0xf165daff97093af1500b2240203bab53ab6a45db,-10980,-6960,0.029,0.029,0,0,0.029,0,0,0,0,0.029
0x567206f9ba4dff2b6c215f380b12c868d336066b,-10980,-6960,0.0138,0.0138,0,0,0.0138,0,0,0,0,0.0138
0xdb6b33b9c48edb61c207a323dbdbda4744ba705a,-10980,-6960,0.007,0.007,0,0,0.007,0,0,0,0,0.007
0x5d9f75f0fde9749dcdf1673ee075953655184e3d,-10980,-6960,0.0207,0.0207,0,0,0.0207,0,0,0,0,0.0207
0x1d52f3adb0982dfe34fbb4ce481746760d525a3d,-10980,-6960,0.0014,0.0014,0,0,0.0014,0,0,0,0,0.0014
0x44e3508c34a279d76b62404c7b44e57536799b49,-10980,-6960,0.0028,0.0028,0,0,0.0028,0,0,0,0,0.0028
0xcd9ae084ba815ede836738d26fa9ef1c0d291aad,-10980,-6960,0.007,0.007,0,0,0.007,0,0,0,0,0.007
0x149a708b9aa81a6f83b2726c0a5f9025bd9be367,-10980,-6960,0.0014,0.0014,0,0,0.0014,0,0,0,0,0.0014
0x3bad2cbbd772e1d29d9fe809edd2ee538e2834ac,-10980,-6960,0.007,0.007,0,0,0.007,0,0,0,0,0.007
0xee483c2af9528dcd218277dc7f31021158f376ee,-10980,-6960,0.0042,0.0042,0,0,0.0042,0,0,0,0,0.0042
0x1b8d270fdc8f94b79f434d5ee3e8b93d48d86af3,-10980,-6960,0.0138,0.0138,0,0,0.0138,0,0,0,0,0.0138
0xd88c1bdc88699d2bbdffcdfcf6d4415e95114372,-10980,-6960,0.0138,0.0138,0,0,0.0138,0,0,0,0,0.0138
0x792bcb4f2a03eb22f56f1c9378fae1b0d5e7e2bf,-10980,-6960,5,5,0,0,5,0,0,0,0,5
0x524a6bc616372847a6fde8b832b88328e880e799,-10980,0,4.55,4.55,0,0,4.55,0,0,0,0,4.55
0x08c65858d42f5bea87c204edf9ea44bdbcac2c21,-10980,0,104.5,104.5,0,0,104.5,0,0,0,0,104.5
0xd96e3a99ef39904c0fc10da49f0bb166422220ac,-10980,-6960,1050,1050,0,0,1050,0,0,0,0,1050
0xc04e7333dd3e5b27fab9b22d45963124c31ff67d,-10980,0,0.0325,0.0325,0,0,0.0325,0,0,0,0,0.0325
0x0d8be953d7b8143738b8d377ea9a0b82d421f151,-10980,0,1,1,0,0,1,0,0,0,0,1
0x247b0021acf9fe9ddf5edf1fcfc82482536a5dad,-10980,-9480,1.7424,1.7424,0,0,1.7424,0,0,0,0,1.7424
0xe94fc4e81e49e2bcd724fc13e522e771a503bf48,-10980,0,6.0829,6.0829,0,0,6.0829,0,0,0,0,6.0829
0x72ef8872f8eb6302da20afe69d515cccc899ec2d,-21960,-19440,0.55814,0.55814,-0.04013356897,0.04013356897,0.518006431,0,0,0,0,0.518006431
0xd895a3f561ad0a5844978455fbb8187555e74218,-21960,-19440,0.12,0.12,-0.001438119554,0.001438119554,0.1185618804,0,0,0,0,0.1185618804
0xb904ee49d0a7d87f4737c635abffebda57d91d99,-69060,0,2.136467,2.136467,-0.5020802865,0.5020802865,1.634386714,0,0,0,0,1.634386714
0x48e0d2c4be37c9d4e971597fbab155b6db4736af,-69060,0,1.207825,1.207825,0.6219600993,0,1.451816535,0,0,0.3779685648,0,1.829785099
0x8695d51493e2f0566689944aa4b46d409a27a70f,-69060,0,4.709933,4.709933,0.01535477535,0,4.715956594,0,0,0.009331181225,0,4.725287775
0xd2838eb1cfb03aafed1d2968909b9a376b978bd1,-69060,0,2.665052,2.665052,-0.01412251767,0.01412251767,2.650929482,0,0,0,0,2.650929482
0x50dea4112f8900373066abce52fbd89708233358,-69060,0,7.126797,7.126797,-0.005324462054,0.005324462054,7.121472538,0,0,0,0,7.121472538
0xe222e11129a5fefdebcc0572a10a6deacc35e6c0,-69060,0,2.703885,2.703885,-0.001788228847,0.001788228847,2.702096771,0,0,0,0,2.702096771
0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,-69060,0,3.720587,3.720587,-0.0000771,0.0000771,3.7205099,0,0,0,0,3.7205099
0x0d768db6e3ccee2d5f7ba585e7f887c38645e079,-69060,0,121.597168,121.597168,-0.00136075172,0.00136075172,121.5958072,0,0,0,0,121.5958072
0x7f95d5af2a3ab7bf36c6c5d7c00019b334bfb0e0,-69060,0,2.636222,2.636222,0.006514841665,0,2.638777737,0,0,0.003959105024,0,2.642736842
0x12dc0085ca4a1e3497c042605ceedbdd93936346,-69060,0,1.779656,1.779656,5.114863949,0,3.786189064,0,0,3.108330885,0,6.894519949
0xa62ae712b894f60cc300849b54e70a39f7c8b2d2,-69060,0,2.595407,2.595407,0.001075930571,0,2.595829082,0,0,0.0006538489112,0,2.596482931
0x4a854706b9f1f284c86dd4cf2d5d8b089a9c152f,-69060,0,3.29843,3.276612,-2.016132375,2.016132375,1.260479625,0,0,0,0,1.260479625
0xd0565d49bc0fd23685f10bd3fb60576b941ce487,-69060,0,4.335674,4.289588,-1.237525136,1.237525136,3.052062864,0,0,0,0,3.052062864
0x8aef82d896d5acb020ff931d6bf034bf58995abb,-69060,0,2.777181,2.777181,-0.0009010826297,0.0009010826297,2.776279917,0,0,0,0,2.776279917
0x69ba7215747bf88d027e5a4d82a1dcc77c4480f3,-69060,0,4.489045,4.412438,-5.598810456,4.412438,0,0,0,0,0,0
0x13a5e7bde7477616c953ac4d4a1a82f751053efb,-69060,0,4.294252,4.294252,0.007458266374,0,4.297177837,0,0,0.004532429396,0,4.301710266
0x9a8782e210bf31fb659be7ce3da039268ec6286c,-69060,0,5.200405,5.200405,0.0002548696049,0,5.200504984,0,0,0.0001548856573,0,5.20065987
0x83f68939de5b679299de9d72b40a6e4688b6c587,-69060,0,2.632303,2.632303,0.0000313,0,2.632315279,0,0,1.90E-05,0,2.6323343
0x8df4cff02c1c1a4c8824235ff887dd61ee13293a,-69060,0,25.174743,25.174743,0.001681619707,0,25.17540269,0,0,0.001021929522,0,25.17642462
0xc3fc7ca3892ea5db3cfd4125f30b2f63cd5e5ac2,-69060,0,3.227756,3.227756,0.0000683,0,3.227782794,0,0,4.15E-05,0,3.2278243
0x2d19d3d3050248670de2d54968368be37e380566,-69060,0,2.863376,2.863376,-0.02768388246,0.02768388246,2.835692118,0,0,0,0,2.835692118
0x20df6ea052e51948dc99e5b73f1e56d9c84843a5,-69060,0,112.837141,112.837141,566.4221357,0,335.0414371,0,0,344.2178396,0,679.2592767
0xf971c91edf5ce6864415c5d60bcd8a11421db416,-69060,0,2.578976,2.578976,-0.001485666257,0.001485666257,2.577490334,0,0,0,0,2.577490334
0x4d2192720344a77068af56058466967ab801544d,-69060,0,1.65801,1.65801,1.594230668,0,2.283417944,0,0,0.9688227238,0,3.252240668
0xc3971ebba273f3fa8180bd18564106d978360c87,-69060,0,2.123879,2.11567,-0.2156326576,0.2156326576,1.900037342,0,0,0,0,1.900037342
0x0e9c5cbaa57e7a4e8f842a3944a8434d4dd556d6,-69060,0,112.924503,112.924503,448.2493978,0,288.7702824,0,0,272.4036184,0,561.1739008
0xe4df5ccf0331aa1924cbae2cfc5bde54b059d6d0,-69060,0,2.620466,2.620466,-0.005353385938,0.005353385938,2.615112614,0,0,0,0,2.615112614
0xa14c5a74c289fecf143e626900b25441a09b5093,-69060,0,2.993159,2.993159,-0.003116480562,0.003116480562,2.990042519,0,0,0,0,2.990042519
0x66c0d5dfe4c07aa131123c41c5a8736bf7633a72,-69060,0,1.820577,1.820577,0.001181494801,0,1.821040494,0,0,0.0007180008729,0,1.821758495
0xf16d87de166a8284eb5f5a285df8ceb7451dc4e8,-69060,0,3.173136,3.164291,-0.2445124314,0.2445124314,2.919778569,0,0,0,0,2.919778569
0xcf1855dec38a50141c7d5be94db2106e062cd383,-69060,0,4.863392,4.863392,0.003286886125,0,4.864681427,0,0,0.001997458732,0,4.866678886
0x8f5e9f658952e4335a4b1092acc92984053c2637,-69060,0,1.919524,1.919524,0.0001268562238,0,1.919573765,0,0,7.71E-05,0,1.919650856
0xb84c0c70d86c3b903355ede14136884ecbbc5ee7,-69060,0,2.520942,2.520942,0.00326878004,0,2.522224324,0,0,0.001986455565,0,2.52421078
0x1da13814d538610674e4c98ee73eadbe12b81823,-69060,0,2.799635,2.790127,-0.5852148159,0.5852148159,2.204912184,0,0,0,0,2.204912184
0x02076824571fd6585786a229df84b3ee2ada0489,-69060,0,2.718182,2.718182,0.00148086258,0,2.718762934,0,0,0.0008999283147,0,2.719662863
0x77000d4797fd76ba9967042873477622bad4f99f,-69060,0,2.596294,2.596294,0.002865192095,0,2.597417999,0,0,0.001741192956,0,2.599159192
0x5ca59b6b77c521449ec648a27f4251ffdaae464b,-69060,0,25.942061,25.942061,0.002121054457,0,25.94289308,0,0,0.001288976431,0,25.94418205
0x3d2138b01315b111461480045fd0672ac63462b8,-69060,0,29.288407,29.074326,-20.95941551,20.95941551,8.11491049,0,0,0,0,8.11491049
0x039f25247a6c208b6c400fceeb16755df4bffb5e,-69060,0,3.13609,3.126845,-0.5286423888,0.5286423888,2.598202611,0,0,0,0,2.598202611
0x7c234f21e38905009f7af5a54ec95eaba426a755,-69060,0,7.955228,7.955228,0.02726412313,0,7.965923566,0,0,0.01656855721,0,7.982492123
0xcc3d76219d81b15491f32a217206fda8e0f4982a,-69060,0,4.658776,4.658776,0.02786061768,0,4.669705567,0,0,0.01693105022,0,4.686636618
0xeba61935930fa950fc03a3af5f5cfd3f1f9a614f,-69060,0,4.684822,4.684822,0.0006610254328,0,4.685081317,0,0,0.0004017087823,0,4.685483025
0x219a6bcfabf9a3d12e9a61ee43957b68b9d5b95a,-69060,0,4.294824,4.294824,0.001173205798,0,4.295284242,0,0,0.0007129636003,0,4.295997206
0xbc5bb69a5fed75a167d24e65a03b9d69abc7cd48,-69060,0,4.677747,4.677747,0.006665716573,0,4.680361924,0,0,0.004050792533,0,4.684412717
0x4e121c9300a12e5cd2149456332ea72df4d6fc57,-69060,0,6.857048,6.857048,-0.00285772971,0.00285772971,6.85419027,0,0,0,0,6.85419027
0xb45af3a502f8364a5d6bf673e1309dae0af14c37,-69060,0,4.774105,4.774105,0.005728863556,0,4.776352402,0,0,0.003481461815,0,4.779833864
0x23948486118622e3960a7d70e115733a4d619275,-69060,0,3.19697,3.186295,-0.5352888587,0.5352888587,2.651006141,0,0,0,0,2.651006141
0xc8436a93017554b7b1ccd1d6cfdb072bce4d0a98,-69060,0,4.77036,4.77036,0.006052819271,0,4.772734488,0,0,0.00367833148,0,4.776412819
0x008cb61a6a2e482d99293c8764111ea4bae42777,-69060,0,4.772524,4.772524,0.006115425139,0,4.774923048,0,0,0.00371637741,0,4.778639425
0xac342ab554ba74904df2e4a59b4e08d48c09a206,-69060,0,4.776196,4.776196,0.0008072333929,0,4.776512673,0,0,0.0004905601618,0,4.777003233
0x2cac45e2325e270a1c3444078f85ecd75a9be896,-69060,0,4.777265,4.777265,0.0007087616515,0,4.777543043,0,0,0.0004307183443,0,4.777973762
0x5c6e040abea9602b3ad2640a0809006505dd9177,-69060,0,2.983875,2.983875,-0.002063817695,0.002063817695,2.981811182,0,0,0,0,2.981811182
0x2897c3b3682f88ead7e26da876a0b9fdbfa003e6,-69060,0,2.588911,2.588911,0.00790429323,0,2.592011811,0,0,0.004803482363,0,2.596815293
0x5b875885737d55719087b7cbfdcf5f9d6cfc735c,-69060,0,4.777832,4.777832,-0.004099842258,0.004099842258,4.773732158,0,0,0,0,4.773732158
0x0637aca4a0d488cd69ac3ba95bb09eed668c3a34,-69060,0,4.842295,4.842295,0.002090179554,0,4.843114966,0,0,0.001270213583,0,4.84438518
0x5e75feda3bb6eec1982fa7e232c7b5faf41e8a29,-69060,0,4.842139,4.842139,0.003152886111,0,4.84337586,0,0,0.001916026188,0,4.845291886
0x4feba130cab44bd936a77b825fb323d4b343523a,-69060,0,4.776186,4.776186,-0.004665559061,0.004665559061,4.771520441,0,0,0,0,4.771520441
0x52c1716d47d68408c6b191efa7bcbd15830792fe,-69060,0,4.834143,4.834143,0.007857675775,0,4.837225523,0,0,0.00477515268,0,4.842000676
0x248c3b2e57b916be0c5efb381c7ce3d9005f4dd4,-69060,0,4.834149,4.834149,0.008749679799,0,4.837581451,0,0,0.00531722842,0,4.84289868
0xdcef95d7c012b1c3c75b6b5a0d3304c635a2c50d,-69060,0,2.233426,2.233426,0.005704081229,0,2.23566368,0,0,0.003466401459,0,2.239130081
0x24878dc8aedeaf05c7097bbfe65a97c2fc13d15e,-69060,0,3.105491,3.105491,0.003248112321,0,3.106765217,0,0,0.001973895678,0,3.108739112
0x45e1dbf43095177855fce0cdbe402c9724120bb8,-69060,0,3.198684,3.156588,-4.848929176,3.156588,0,0,0,0,0,0
0x9c2fb73bfadb642760d478ac56839330e83aa94b,-69060,0,2.123338,2.123338,-0.002027932825,0.002027932825,2.121310067,0,0,0,0,2.121310067
0x2075122895c8b49dd73c9e8632088e8631dc82fb,-69060,0,385.531061,371.256032,-4038.791933,371.256032,0,0,0,0,0,0
0x1a08fac8a4a83131c28f5efdc221845d5dfd182d,-69060,0,2.522616,2.522616,0.005054187795,0,2.52459873,0,0,0.003071457653,0,2.527670188
0x3d881966fdca917aba9468de99b11e46dadb867d,-69060,0,2.385226,2.375,-0.8396876397,0.8396876397,1.53531236,0,0,0,0,1.53531236
0x4140f3987c8034c8c1d1fc588a99d37ec8e614a8,-69060,0,2.70841,2.70841,-0.002192137932,0.002192137932,2.706217862,0,0,0,0,2.706217862
0x6df511e54428ba1396cde4e57e1ed20524fa28b5,-69060,0,2.776349,2.776349,-0.001894077403,0.001894077403,2.774454923,0,0,0,0,2.774454923
0x7b2f4bd6f8148c26172a93e6f82f1735098c6c9e,-69060,0,2.844704,2.844704,0.0006137992001,0,2.84494479,0,0,0.0003730091416,0,2.845317799
0xe0ee9a1bbeb766e1eb3bad47b2f776288fa12275,-69060,0,1.231542,1.231542,0.2632695237,0,1.33482119,0,0,0.159990334,0,1.494811524
0x37a0d07abc3ccc1f8460593aed1fe9390ba49bc3,-69060,0,3.394931,3.394931,-0.0002490189214,0.0002490189214,3.394681981,0,0,0,0,3.394681981
0x733136cd41787ea5712ff53016ab108358a28b63,-69060,0,2.750705,2.750705,0.01467104026,0,2.756460369,0,0,0.00891567166,0,2.76537604
0x6c16619028747ab3fe4469ebab20115c4b7622de,-69060,0,2.753378,2.753378,0.01206181993,0,2.758109786,0,0,0.00733003415,0,2.76543982
0x9d3e09172b59e5b8f41e3bc85612849112ce98ca,-69060,0,2.752915,2.752915,0.01043297216,0,2.757007798,0,0,0.006340174423,0,2.763347972
0x5accc350f8fbcb8c83642b4db74cf4f2dd1fffa9,-69060,0,2.754761,2.754761,0.008441100434,0,2.758072397,0,0,0.005129703046,0,2.7632021
0xb9772456644e378e4556e7f5779270655e88b339,-69060,0,2.757706,2.757706,0.005395617063,0,2.759822671,0,0,0.003278946093,0,2.763101617
0x2d9f2afba77909b53b9569f602448a38fe7ea986,-69060,0,2.75898,2.75898,0.003967238015,0,2.760536326,0,0,0.002410912308,0,2.762947238
0x3ac6f649b5a3758ca7ba085631a82c700ea319d6,-69060,0,2.962486,2.962486,0.003210186576,0,2.963745339,0,0,0.001950847995,0,2.965696187
0x73f498aeaf2feeaeeef4b917ba225394313ef6ec,-69060,0,2.963973,2.963973,0.001581009496,0,2.964593221,0,0,0.000960788145,0,2.965554009
0x9d910a254ec74ca97fddd0e6b0b1e2e4c6268d2f,-69060,0,2.964064,2.964064,0.001327722866,0,2.964584858,0,0,0.0008068644703,0,2.965391723
0x1db440f3c46c517072c172b183c966b3a68d0be0,-69060,0,3.1216,3.1216,-0.001560470577,0.001560470577,3.120039529,0,0,0,0,3.120039529
0xa21de2a6e2a80e17748f20784059455d0b541387,-69060,0,3.123011,3.123011,-0.003106033805,0.003106033805,3.119904966,0,0,0,0,3.119904966
0xc9c5621f08620b7b50aab7d70426ffc0f533fa59,-69060,0,2.82391,2.82391,-0.004134845936,0.004134845936,2.819775154,0,0,0,0,2.819775154
0xef9996417898507dd925e9db00939f109fcc851e,-69060,0,2.82694,2.82694,-0.007288674294,0.007288674294,2.819651326,0,0,0,0,2.819651326
0xb593fc7974a08df2ec07bb437f2bc76cc7b79100,-69060,0,3.402746,3.402746,-0.009217081448,0.009217081448,3.393528919,0,0,0,0,3.393528919
0xc7f6bb955c0e6c548dab6eab52acfa1cbee24216,-69060,0,3.404056,3.404056,-0.01076823452,0.01076823452,3.393287765,0,0,0,0,3.393287765
0x16679b41823dfa10a92bc822cc4f52c9d7ef2df0,-69060,0,3.403909,3.403909,-0.01088100669,0.01088100669,3.393027993,0,0,0,0,3.393027993
0x9b297cf5da7c4902fd0bf79fdc72b0d9300ba549,-69060,0,3.282269,3.282269,-0.007732527272,0.007732527272,3.274536473,0,0,0,0,3.274536473
0x420fc858103a9803c6681a1179b524347b16d2c3,-69060,0,111.301617,111.301617,-0.007992001989,0.007992001989,111.293625,0,0,0,0,111.293625
0x890c01f574e819981c6d030505500b552f6132df,-69060,0,3.658102,3.658102,0.001365277472,0,3.658637591,0,0,0.0008296866104,0,3.659467277
0xe15e79d7f18e36029b69e0850c513b8333465f46,-69060,0,5.115053,5.115053,0.002979245128,0,5.116221742,0,0,0.00181050361,0,5.118032245
0xd9392a22a6f7d9fa3d7a65d33e5956ad7538d2e3,-69060,0,2.298396,2.298396,-0.003177157903,0.003177157903,2.295218842,0,0,0,0,2.295218842
0xaff875616630c2f6e4b433b934befc65453834b3,-69060,0,2.297497,2.297497,-0.001502039661,0.001502039661,2.29599496,0,0,0,0,2.29599496
0xdb9d792d13ed5a88972ad83b1a678f656378ec2c,-69060,0,4.349069,4.349069,-0.007264415222,0.007264415222,4.341804585,0,0,0,0,4.341804585
0x09d4119a212d679f7fa3f8cd21066d61e1ade475,-69060,0,2.28916,2.28916,0.0005294938244,0,2.289367718,0,0,0.0003217763022,0,2.289689494
0x0b367ab146e080b4a5c608eec59691f1340ff3c4,-69060,0,2.292548,2.292548,-0.001082993371,0.001082993371,2.291465007,0,0,0,0,2.291465007
0x88da56fcefe3d97f04945cadce2944b239592745,-69060,0,2.298166,2.298166,-0.004168089743,0.004168089743,2.29399791,0,0,0,0,2.29399791
0xed9f5c9b797cdd09fb0df10092b073625de92ad9,-69060,0,2.987287,2.987287,-0.004458773951,0.004458773951,2.982828226,0,0,0,0,2.982828226
0x29f731573b3acbd22a7c6023d9e3cc8ec758de42,-69060,0,2.30194,2.30194,-0.005997673777,0.005997673777,2.295942326,0,0,0,0,2.295942326
